,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
TGME49_320450,1221,1548,892,1265,1221,1399,1081,1011
TGME49_320460,741,804,474,697,741,705,631,561
TGME49_320465,282,443,189,332,282,362,250,247
TGME49_320470,421,520,392,464,421,535,422,422
TGME49_320480,1631,1938,1190,1564,1631,1875,1462,1409
TGME49_320490,13267,18891,11454,15023,13267,18724,14079,12751
TGME49_320500,12,31,3,10,12,30,3,7
TGME49_320515,1618,2630,1378,2204,1618,2420,1710,1901
TGME49_320525,211,242,101,184,211,232,149,168
TGME49_320530,79,136,75,121,79,104,96,71
TGME49_320540,6,5,2,4,6,1,1,0
TGME49_320550,2027,1696,1213,1652,2027,1525,1431,1383
TGME49_320560,3,5,1,2,3,3,3,1
TGME49_320570,2634,3282,1686,2237,2634,2948,1982,2113
TGME49_320580,142,239,118,149,142,195,129,150
TGME49_320588,1232,1378,787,1086,1232,1177,958,926
TGME49_320592,1343,1612,893,1386,1343,1510,1080,1130
TGME49_320600,7859,10424,6081,7308,7859,9689,6851,6559
TGME49_320610,711,924,534,697,711,862,644,578
TGME49_320620,562,618,363,487,562,576,433,400
TGME49_320630,2902,3662,1951,2520,2902,3584,2281,2138
TGME49_320640,1330,1697,938,1296,1330,1609,1103,1118
TGME49_320650,697,796,457,595,697,764,504,576
TGME49_320655,0,0,0,0,0,0,0,0
TGME49_320660,4,12,4,6,4,12,8,6
TGME49_320670,1663,1819,1084,1413,1663,1451,1315,1251
TGME49_320680,444,456,228,407,444,357,255,352
TGME49_320690,746,759,458,646,746,641,566,570
TGME49_320700,572,703,408,467,572,712,440,431
TGME49_320710,0,0,0,0,0,0,0,0
TGME49_320715,4,6,2,1,4,2,0,0
TGME49_320720,488,576,341,374,488,538,439,341
TGME49_320730,30,34,26,22,30,28,24,22
TGME49_320740,1750,2608,1710,2163,1750,2323,1822,1899
TGME49_320750,532,556,338,532,532,488,428,477
TGME49_320760,1408,1890,1044,1321,1408,1564,1146,1265
TGME49_320770,0,0,0,0,0,0,0,0
TGME49_320780,0,0,2,1,0,0,2,0
TGME49_321170,1462,1503,961,1137,1462,1360,1119,952
TGME49_321270,1,0,0,0,1,1,1,0
TGME49_321280,0,0,0,0,0,0,0,0
TGME49_321290,787,872,461,688,787,866,577,551
TGME49_321300,1044,1153,613,841,1044,1209,751,721
TGME49_321310,1148,1483,704,1062,1148,1356,880,851
TGME49_321320,13,17,4,7,13,21,5,13
TGME49_321340,2190,2635,1475,2241,2190,2487,1915,1974
TGME49_321350,0,0,0,0,0,0,0,0
TGME49_321360,2529,3738,2229,2824,2529,3667,2472,2438
TGME49_321370,867,1089,559,980,867,1006,749,831
TGME49_321380,1,1,0,0,1,0,0,1
TGME49_321390,13,27,7,8,13,20,6,8
TGME49_321400,0,0,0,0,0,0,0,0
TGME49_321410,2300,2719,1622,2225,2300,2547,1954,2014
TGME49_321420,1555,2176,1134,1741,1555,2009,1495,1449
TGME49_321430,286,322,183,251,286,270,209,230
TGME49_321440,4484,4891,2854,4139,4484,4430,3593,3656
TGME49_321450,3524,4336,2351,3741,3524,4191,2925,3189
TGME49_321460,0,0,0,0,0,0,0,0
TGME49_321470,0,3,0,1,0,0,2,1
TGME49_321480,55,108,119,138,55,106,125,73
TGME49_321490,12,61,0,13,12,55,1,6
TGME49_321500,14480,18743,10708,14393,14480,17089,12297,12154
TGME49_321510,77,89,28,65,77,69,29,54
TGME49_321520,5100,5936,3674,4553,5100,5169,4069,3931
TGME49_321530,6088,8086,5016,6450,6088,7830,6028,5472
TGME49_321540,5321,6200,3333,4806,5321,5951,4089,4111
TGME49_321550,874,929,606,844,874,871,706,679
TGME49_321560,1281,1581,877,1269,1281,1466,1131,1024
TGME49_321570,694,920,615,858,694,752,620,694
TGME49_321580,2,3,2,0,2,2,2,0
TGME49_321590,1372,1724,1035,1272,1372,1468,1135,1121
TGME49_321600,969,1099,756,1309,969,1124,899,1094
TGME49_321610,554,500,291,419,554,396,406,368
TGME49_321620,4718,4569,2931,4316,4718,4421,3455,3926
TGME49_321630,1380,1788,968,1505,1380,1854,1081,1282
TGME49_321640,951,1215,686,877,951,1064,801,743
TGME49_321650,2506,2390,1706,2571,2506,2209,2010,2294
TGME49_321660,560,805,423,575,560,683,479,541
TGME49_321680,6969,8209,4519,6344,6969,7420,5330,5432
TGME49_321685,4,4,1,7,4,6,7,4
TGME49_321690,1720,1847,978,1374,1720,1577,1219,1172
TGME49_321700,0,1,0,1,0,1,1,0
TGME49_321710,0,0,1,3,0,3,1,0
TGME49_321800,0,0,1,0,0,1,0,2
TGME49_321900,26,38,34,26,26,42,20,18
TGME49_322000,15,9,9,9,15,10,3,11
TGME49_322010,55,83,68,88,55,76,62,69
TGME49_322020,0,0,0,0,0,0,0,0
TGME49_322030,0,1,0,0,0,0,0,0
TGME49_322100,1,3,1,4,1,3,4,3
TGME49_322110,3,4,3,0,3,2,7,4
TGME49_322120,2,1,0,2,2,0,1,0
TGME49_322130,0,0,1,0,0,0,0,0
TGME49_322200,0,0,0,0,0,0,0,0
TGME49_322210,0,0,0,0,0,0,0,0
TGME49_322300,1,0,0,0,1,0,0,0
TGME49_322400,18,18,11,9,18,19,15,16
TGME49_322500,70,22,7,19,70,78,8,13
TGME49_322600,0,0,0,0,0,0,0,0
TGME49_322700,143,55,27,57,143,46,43,76
TGME49_322800,0,0,0,0,0,0,0,0
TGME49_322900,0,0,0,0,0,1,0,0
TGME49_323000,19,15,7,8,19,23,11,13
TGME49_323010,296,368,216,304,296,401,239,230
TGME49_323020,70,48,25,35,70,40,35,40
TGME49_323100,1389,1651,1046,1405,1389,1751,1259,1230
TGME49_323110,1158,1576,878,1249,1158,1611,1094,1015
TGME49_323200,0,0,0,0,0,0,0,0
TGME49_323300,0,0,0,0,0,0,0,0
TGME49_323310,1,0,2,0,1,1,6,0
TGME49_323320,2,2,5,1,2,1,5,3
TGME49_323330,0,1,0,0,0,0,0,0
TGME49_323400,0,0,0,0,0,0,0,0
TGME49_323500,0,0,0,0,0,0,0,0
TGME49_323600,0,0,0,0,0,0,0,0
TGME49_323700,0,0,0,0,0,0,0,0
TGME49_323800,0,0,0,0,0,0,0,0
TGME49_323900,0,0,0,0,0,0,0,0
TGME49_324000,0,0,0,0,0,0,0,0
TGME49_324100,0,0,0,0,0,0,0,0
TGME49_324200,0,0,0,0,0,0,0,0
TGME49_324300,6,5,3,7,6,3,3,5
TGME49_324400,0,0,0,0,0,1,0,0
TGME49_324500,0,3,1,2,0,1,2,1
TGME49_324600,18,27,15,23,18,25,20,9
TGME49_324700,0,1,3,2,0,2,2,0
TGME49_324800,31,28,23,28,31,21,40,37
TGME49_324900,0,1,0,1,0,1,0,0
TGME49_325000,0,0,0,0,0,0,1,0
TGME49_325100,1,0,0,1,1,0,0,1
TGME49_325200,0,0,0,0,0,0,0,0
TGME49_325300,0,0,0,0,0,0,0,0
TGME49_325400,0,0,0,0,0,0,0,0
TGME49_325500,1,0,0,0,1,1,1,0
TGME49_325600,0,5,1,1,0,2,0,1
TGME49_325700,1,0,1,0,1,1,0,0
TGME49_325800,114,144,193,175,114,161,160,137
TGME49_325900,3,1,0,2,3,0,0,2
TGME49_326000,0,0,0,0,0,0,0,0
TGME49_326100,0,0,0,0,0,0,1,0
TGME49_326200,0,0,0,0,0,0,0,0
TGME49_326300,0,0,0,0,0,0,0,0
TGME49_326400,4,8,4,5,4,8,2,5
TGME49_326500,0,0,0,0,0,0,0,0
TGME49_326600,1,0,0,0,1,0,0,0
TGME49_326700,0,0,0,0,0,0,0,0
TGME49_326800,0,0,0,1,0,0,0,1
TGME49_326900,3,3,6,5,3,2,5,1
TGME49_327000,0,0,0,0,0,0,0,0
TGME49_327100,0,0,0,0,0,0,0,0
TGME49_327200,0,0,0,0,0,0,0,0
TGME49_327300,0,0,0,0,0,0,0,0
TGME49_327400,0,0,0,0,0,0,0,0
TGME49_327500,0,0,0,0,0,0,0,0
TGME49_327550,0,0,0,0,0,0,0,0
TGME49_327600,0,0,0,0,0,0,0,0
TGME49_327700,0,0,0,0,0,0,0,0
TGME49_327800,0,0,0,0,0,0,0,0
TGME49_327900,0,0,0,0,0,0,0,0
TGME49_328000,0,0,0,0,0,0,0,0
TGME49_328100,2,4,40,2,2,3,39,6
TGME49_328200,0,0,0,0,0,0,0,0
TGME49_328300,0,0,0,0,0,0,0,0
TGME49_328400,0,0,0,0,0,0,0,0
TGME49_328500,0,0,0,0,0,0,0,0
TGME49_328550,0,0,0,0,0,0,0,0
TGME49_328600,0,1,0,0,0,1,0,0
TGME49_328700,2,3,1,2,2,5,1,1
TGME49_328800,0,0,0,0,0,0,0,0
TGME49_328900,25,30,10,15,25,27,22,21
TGME49_329000,397,337,206,298,397,276,266,275
TGME49_329100,220,306,144,205,220,265,186,188
TGME49_329200,170,160,88,114,170,135,104,98
TGME49_329300,34,19,6,10,34,13,12,17
TGME49_329400,17,20,8,9,17,6,10,11
TGME49_329500,11,5,11,9,11,10,9,9
TGME49_329600,168,227,305,374,168,221,335,313
TGME49_329620,0,1,1,0,0,0,0,1
TGME49_329700,0,0,0,0,0,0,0,0
TGME49_329710,0,0,1,2,0,0,0,0
TGME49_329800,1280,1940,777,1132,1280,1775,995,1078
TGME49_330000,0,0,0,0,0,0,0,0
TGME49_457310,0,0,0,0,0,0,0,0
TGME49_457320,2,1,1,4,2,1,0,2
TGME49_457330,0,0,0,0,0,0,0,0
TGME49_457340,0,0,0,0,0,0,0,0
TGME49_457350,0,0,0,1,0,0,0,0
TGME49_457360,1,0,0,0,1,0,0,0
TGME49_457370,0,0,0,0,0,0,0,0
TGME49_457380,0,0,0,0,0,1,0,0
TGME49_457390,0,0,0,0,0,0,0,0
TGME49_457400,0,0,0,0,0,0,0,0
TGME49_457410,1,0,0,1,1,0,1,2
TGME49_457420,0,0,0,0,0,0,0,0
TGME49_457430,0,0,0,0,0,0,0,0
TGME49_457440,0,0,0,1,0,0,2,1
TGME49_457450,0,0,0,0,0,0,0,0
TGME49_457460,0,0,0,0,0,0,0,0
TGME49_457470,0,0,0,0,0,0,0,0
TGME49_457480,29,22,15,12,29,9,26,11
TGME49_457490,0,0,1,0,0,0,1,0
TGME49_457500,0,0,0,0,0,0,0,0
TGME49_457510,0,0,0,0,0,0,0,0
TGME49_457520,0,0,0,0,0,0,0,0
TGME49_457530,0,0,0,0,0,0,0,0
TGME49_457540,1,0,0,0,1,0,0,0
TGME49_457550,0,1,0,0,0,0,0,2
TGME49_457560,0,0,0,0,0,0,0,0
TGME49_457570,0,0,0,0,0,4,2,0
TGME49_457580,1,0,0,3,1,0,1,0
TGME49_457590,1,0,0,0,1,0,0,2
TGME49_457600,0,0,0,1,0,0,0,0
TGME49_457610,0,0,0,0,0,0,0,0
TGME49_457620,0,0,0,0,0,0,0,0
TGME49_457630,0,0,0,0,0,0,0,0
TGME49_457640,1,0,0,0,1,0,0,0
TGME49_457650,0,0,0,1,0,0,0,2
TGME49_457660,2,0,2,2,2,1,1,0
TGME49_457670,0,0,0,0,0,0,0,0
TGME49_457680,0,0,0,0,0,0,0,0
TGME49_457690,0,0,1,0,0,0,0,0
TGME49_457700,0,0,0,0,0,0,0,0
TGME49_457710,0,0,0,0,0,0,0,0
TGME49_457720,0,0,0,0,0,0,0,0
TGME49_457730,0,0,0,0,0,0,1,0
TGME49_457740,0,1,2,2,0,0,0,1
TGME49_457750,1,0,0,0,1,0,0,0
TGME49_457760,0,0,1,1,0,0,0,0
TGME49_457770,0,0,0,0,0,0,0,0
TGME49_457780,0,0,1,0,0,0,1,0
TGME49_457790,0,0,0,0,0,0,0,0
TGME49_457800,1,1,2,2,1,0,5,0
TGME49_457810,0,0,0,0,0,0,0,0
TGME49_457820,1,0,0,0,1,0,0,0
TGME49_457830,0,0,1,1,0,0,0,0
TGME49_457840,0,0,0,0,0,0,0,0
TGME49_457850,0,0,0,0,0,0,1,0
TGME49_457860,0,0,0,0,0,0,0,0
TGME49_457870,0,0,0,0,0,0,0,0
TGME49_457880,0,0,0,0,0,0,0,0
TGME49_457890,1,0,0,0,1,0,0,0
TGME49_457900,0,0,0,0,0,0,0,0
TGME49_457910,0,0,0,0,0,0,0,0
TGME49_457920,0,0,1,0,0,0,1,0
TGME49_457930,0,0,0,0,0,1,0,0
TGME49_457940,0,0,0,0,0,1,1,1
TGME49_457950,0,0,0,0,0,0,0,0
TGME49_457960,2,0,0,1,2,1,0,0
TGME49_457970,0,0,1,0,0,0,0,1
TGME49_457980,0,0,0,0,0,0,0,0
TGME49_457990,1257,965,658,924,1257,417,913,497
TGME49_458000,0,0,0,0,0,0,0,0
TGME49_458010,16,13,6,11,16,7,10,3
TGME49_458020,0,1,1,1,0,0,2,2
TGME49_458030,0,1,0,0,0,0,0,2
TGME49_458040,0,0,0,0,0,0,0,0
TGME49_458050,0,0,0,0,0,1,0,0
TGME49_458060,0,0,0,0,0,0,0,0
TGME49_458070,1,0,0,0,1,0,0,0
TGME49_458080,0,0,0,1,0,0,0,0
TGME49_458090,1,0,0,0,1,1,0,0
TGME49_458100,0,0,0,0,0,0,0,0
TGME49_458110,0,0,0,0,0,0,0,0
TGME49_458120,0,0,0,0,0,0,0,0
TGME49_458130,0,0,0,1,0,1,0,1
TGME49_458140,0,0,0,0,0,0,0,0
TGME49_458150,0,0,0,0,0,0,0,0
TGME49_458160,0,0,0,0,0,0,1,0
TGME49_458170,0,0,0,0,0,0,0,0
TGME49_458180,0,0,0,0,0,0,0,0
TGME49_458190,0,0,0,0,0,0,0,0
TGME49_458200,0,0,0,0,0,0,0,0
TGME49_458210,1,2,4,5,1,2,3,0
TGME49_458220,0,0,0,0,0,0,0,0
TGME49_458230,0,0,0,0,0,0,0,0
TGME49_458240,0,0,0,0,0,0,0,0
TGME49_458250,0,0,0,0,0,0,0,0
TGME49_458260,0,0,0,0,0,0,0,0
TGME49_458270,0,0,0,0,0,0,0,0
TGME49_458280,0,0,0,0,0,0,0,0
TGME49_458290,0,0,0,0,0,0,0,0
TGME49_458300,0,0,0,0,0,0,0,0
TGME49_458310,0,0,0,0,0,0,0,0
TGME49_458320,0,0,1,0,0,0,0,0
TGME49_458330,0,0,0,0,0,0,0,0
TGME49_458340,0,0,0,0,0,0,0,0
TGME49_458350,1,0,0,0,1,0,0,0
TGME49_458360,0,0,0,0,0,0,0,0
TGME49_458370,1,0,1,0,1,0,0,0
TGME49_458380,1,2,0,0,1,0,0,1
TGME49_458390,0,0,0,0,0,0,0,0
TGME49_458400,2,0,1,0,2,0,0,0
TGME49_458410,0,0,0,0,0,0,0,0
TGME49_458420,1,0,1,1,1,0,3,0
TGME49_458430,5,8,4,12,5,12,10,13
TGME49_458440,0,0,0,0,0,0,0,1
TGME49_458450,0,0,0,0,0,0,0,0
TGME49_458460,0,0,0,0,0,0,0,0
TGME49_458470,0,0,0,0,0,0,0,0
TGME49_458480,0,0,0,0,0,0,0,0
TGME49_458490,0,0,0,0,0,0,0,0
TGME49_458500,0,0,0,0,0,0,0,0
TGME49_458510,0,0,0,0,0,0,1,0
TGME49_458520,0,0,0,0,0,0,0,0
TGME49_458530,0,0,0,0,0,0,0,0
TGME49_458540,0,2,0,1,0,1,1,1
TGME49_458550,0,0,0,0,0,0,0,0
TGME49_458560,0,0,1,1,0,0,0,0
TGME49_458570,0,0,0,0,0,0,0,0
TGME49_458580,0,0,0,0,0,0,0,0
TGME49_458590,0,0,0,0,0,0,0,1
TGME49_458600,1,1,1,0,1,1,0,0
TGME49_458610,1,0,0,1,1,0,1,1
TGME49_458620,0,0,0,0,0,0,0,1
TGME49_458630,0,0,0,0,0,0,2,0
TGME49_458640,1,0,0,0,1,0,0,0
TGME49_458650,0,0,0,0,0,0,0,0
TGME49_458660,0,0,0,1,0,0,1,0
TGME49_458670,0,0,0,0,0,0,0,0
TGME49_458680,0,0,0,0,0,0,1,0
TGME49_458690,0,0,0,0,0,0,0,0
TGME49_458700,0,0,0,1,0,0,0,0
TGME49_458710,1,0,1,1,1,0,2,0
TGME49_458720,0,0,0,0,0,0,0,0
TGME49_458730,0,0,0,1,0,0,0,0
TGME49_458740,0,0,1,0,0,0,0,1
TGME49_458750,0,0,0,0,0,0,0,0
TGME49_458760,0,0,0,0,0,0,0,0
TGME49_458770,0,0,0,0,0,0,0,0
TGME49_458780,1,0,1,1,1,0,0,0
TGME49_458790,0,0,0,0,0,0,0,0
TGME49_458800,0,0,0,0,0,0,0,0
TGME49_458810,1,0,0,0,1,0,0,0
TGME49_458820,0,0,0,0,0,0,0,0
TGME49_458830,0,0,1,0,0,0,0,0
TGME49_458840,0,0,0,0,0,0,0,0
TGME49_458850,0,0,0,0,0,0,0,0
TGME49_458860,0,0,0,0,0,2,0,1
TGME49_458870,0,0,0,0,0,0,0,0
TGME49_458880,0,0,0,0,0,0,0,0
TGME49_458890,0,1,0,0,0,0,0,0
TGME49_458900,0,0,0,0,0,0,0,0
TGME49_458910,0,0,0,1,0,1,1,1
TGME49_458920,0,1,0,0,0,0,0,1
TGME49_458930,0,0,0,0,0,0,0,0
TGME49_458940,1,1,1,3,1,1,3,1
TGME49_458950,0,0,0,0,0,0,0,1
TGME49_458960,0,0,0,0,0,0,0,0
TGME49_458970,0,0,0,0,0,0,0,0
TGME49_458980,0,0,0,0,0,0,0,0
TGME49_458990,0,0,0,0,0,0,0,0
TGME49_459000,0,0,0,0,0,0,0,0
TGME49_459010,0,0,0,0,0,0,0,0
TGME49_459020,0,0,0,0,0,0,0,1
TGME49_459030,0,0,0,0,0,0,0,0
TGME49_459040,1,0,0,0,1,0,2,0
TGME49_459050,0,0,0,0,0,0,0,0
TGME49_459060,1,1,0,2,1,1,1,2
TGME49_459070,0,0,0,0,0,0,0,1
TGME49_459080,0,0,1,0,0,0,0,0
TGME49_459090,2,0,0,0,2,0,0,1
TGME49_459100,0,0,0,0,0,0,0,0
TGME49_459110,0,0,0,0,0,0,0,0
TGME49_459120,0,0,0,0,0,0,0,0
TGME49_459130,0,0,0,0,0,0,0,0
TGME49_459140,0,0,0,0,0,0,0,0
TGME49_459150,0,0,0,0,0,0,0,0
TGME49_459160,0,0,0,0,0,0,0,0
TGME49_459170,0,0,0,0,0,0,0,0
TGME49_459180,3,10,3,6,3,5,6,7
TGME49_459190,0,0,1,1,0,2,1,0
TGME49_459200,0,0,0,0,0,0,0,1
TGME49_459210,0,0,0,0,0,0,0,0
TGME49_459220,0,0,0,0,0,1,0,0
TGME49_459230,0,0,0,0,0,0,0,0
TGME49_459240,0,0,0,0,0,0,0,0
TGME49_459250,0,0,0,0,0,0,0,0
TGME49_459260,0,0,0,0,0,0,0,0
TGME49_459270,0,0,1,0,0,0,0,0
TGME49_459280,0,0,0,0,0,0,0,0
TGME49_459290,0,1,0,0,0,0,0,0
TGME49_459300,0,0,0,0,0,0,0,0
TGME49_459310,0,0,0,0,0,0,0,0
TGME49_459320,0,0,0,0,0,0,0,0
TGME49_459330,0,1,1,0,0,1,1,2
TGME49_459340,0,0,0,0,0,0,0,0
TGME49_459350,0,0,0,0,0,0,1,1
TGME49_459360,2,0,0,0,2,0,0,0
TGME49_459370,0,0,0,0,0,0,0,0
TGME49_459380,0,0,0,0,0,0,0,0
TGME49_459390,1,0,0,0,1,0,1,0
TGME49_459400,0,1,0,1,0,0,0,0
TGME49_459410,0,0,0,0,0,1,0,0
TGME49_459420,0,0,0,0,0,0,0,1
TGME49_459430,0,0,0,0,0,0,0,0
TGME49_459440,0,0,0,0,0,0,0,0
TGME49_459450,0,0,0,0,0,0,0,0
TGME49_459460,2,0,0,0,2,0,0,0
TGME49_459470,0,0,0,0,0,0,0,0
TGME49_459480,1,0,1,0,1,0,0,0
TGME49_459490,0,0,0,1,0,0,0,0
TGME49_459500,1,2,5,4,1,2,3,5
TGME49_459510,0,0,0,0,0,0,0,0
TGME49_459520,0,0,0,0,0,0,0,0
TGME49_459530,0,0,0,0,0,0,0,0
TGME49_459540,0,0,0,0,0,0,0,0
TGME49_459550,0,0,0,0,0,0,0,0
TGME49_459560,0,0,0,1,0,2,1,1
TGME49_459570,0,0,0,0,0,0,0,0
TGME49_459580,0,0,0,0,0,0,0,0
TGME49_459590,0,0,0,0,0,0,0,0
TGME49_459600,0,0,0,0,0,0,0,0
TGME49_459610,0,0,0,0,0,0,0,0
TGME49_459620,0,0,0,0,0,0,1,1
TGME49_459630,0,0,0,0,0,0,0,0
TGME49_459640,0,0,0,0,0,0,0,0
TGME49_459650,0,0,0,0,0,0,0,0
TGME49_459660,0,0,0,0,0,0,0,0
TGME49_459670,0,0,2,2,0,1,2,1
TGME49_459680,0,0,0,1,0,1,0,0
TGME49_459690,1,0,4,1,1,1,1,0
TGME49_459700,0,0,2,1,0,0,0,0
TGME49_459710,0,0,0,0,0,1,0,2
TGME49_459720,1,0,0,1,1,0,0,0
TGME49_459730,0,0,0,0,0,0,0,0
TGME49_459740,0,0,0,0,0,0,0,0
TGME49_459750,0,0,0,0,0,0,0,0
TGME49_459760,0,0,0,0,0,0,0,0
TGME49_459770,0,0,0,0,0,0,0,0
TGME49_459780,0,0,0,0,0,0,0,0
TGME49_459790,1,0,0,0,1,0,0,0
TGME49_459800,0,0,0,0,0,0,0,0
TGME49_459810,0,0,0,0,0,0,0,0
TGME49_459820,0,0,0,0,0,0,0,0
TGME49_459830,1,2,3,2,1,0,3,1
TGME49_459840,0,0,0,0,0,0,1,0
TGME49_459850,0,0,0,0,0,0,0,0
TGME49_459860,0,0,0,0,0,0,0,0
TGME49_459870,4,2,4,2,4,7,6,3
TGME49_459880,3,3,5,4,3,4,5,8
TGME49_459890,0,0,0,0,0,0,0,0
TGME49_459900,0,0,0,0,0,0,0,0
TGME49_459910,0,0,0,0,0,0,0,0
TGME49_459920,3,1,0,0,3,1,0,1
TGME49_459930,0,0,0,0,0,0,1,0
TGME49_459940,1,0,0,2,1,0,1,1
TGME49_459950,0,0,0,0,0,0,0,0
TGME49_459960,2,0,1,0,2,0,1,0
TGME49_459970,0,0,0,0,0,0,0,0
TGME49_459980,0,0,0,0,0,0,0,0
TGME49_459990,0,0,0,0,0,0,0,0
TGME49_460000,0,0,0,0,0,0,0,0
TGME49_460010,0,0,0,0,0,1,0,0
TGME49_460020,0,1,1,0,0,1,1,0
TGME49_460030,0,2,1,0,0,1,1,0
TGME49_460040,0,1,0,0,0,2,1,1
TGME49_460050,0,0,0,0,0,0,0,1
TGME49_460060,0,0,0,0,0,0,0,0
TGME49_460070,0,0,0,0,0,0,0,0
TGME49_460080,0,0,0,0,0,0,0,0
TGME49_460090,0,0,0,0,0,0,0,0
TGME49_460100,0,0,0,0,0,0,0,0
TGME49_460110,0,1,0,1,0,1,0,0
TGME49_460120,0,0,0,0,0,0,0,0
TGME49_460130,2,0,1,4,2,2,6,2
TGME49_460140,0,0,0,0,0,0,0,0
TGME49_460150,0,0,0,3,0,0,0,0
TGME49_460160,1,0,0,0,1,1,0,1
TGME49_460170,0,0,1,0,0,0,0,0
TGME49_460180,0,0,0,0,0,1,0,1
TGME49_460190,0,0,0,0,0,0,0,0
TGME49_460200,0,0,0,0,0,0,0,0
TGME49_460210,0,0,0,0,0,0,0,0
TGME49_460220,0,1,2,4,0,1,3,4
TGME49_460230,0,0,0,0,0,0,1,0
TGME49_460240,0,0,1,0,0,0,0,0
TGME49_460250,2,0,0,0,2,1,3,1
TGME49_460260,0,0,0,0,0,0,0,0
TGME49_460270,0,0,0,0,0,0,0,0
TGME49_460280,0,0,0,0,0,0,0,0
TGME49_460290,0,0,0,0,0,0,0,0
TGME49_460300,0,0,0,0,0,0,0,0
TGME49_460310,1,0,0,1,1,0,0,0
TGME49_460320,1,0,0,0,1,0,0,1
TGME49_460330,0,0,0,0,0,0,0,0
TGME49_460340,0,0,0,1,0,0,0,0
TGME49_460350,0,0,0,0,0,0,0,0
TGME49_460360,0,0,0,0,0,0,0,0
TGME49_460370,0,0,0,0,0,0,0,0
TGME49_460380,0,0,0,0,0,0,0,0
TGME49_460390,0,0,0,0,0,0,0,0
TGME49_460400,0,0,0,0,0,0,0,0
TGME49_460410,0,0,0,0,0,0,0,0
TGME49_460420,0,0,1,1,0,0,1,0
TGME49_460430,4,3,2,2,4,0,4,2
TGME49_460440,0,1,0,0,0,0,0,0
TGME49_460450,1,1,0,1,1,0,0,3
TGME49_460460,0,0,0,0,0,0,0,0
TGME49_460470,4,7,4,3,4,4,6,6
TGME49_460480,0,0,0,0,0,0,0,0
TGME49_460490,0,0,0,0,0,0,0,0
TGME49_460500,0,0,0,0,0,0,0,0
TGME49_460510,0,0,0,0,0,0,0,0
TGME49_460520,0,0,0,0,0,0,0,0
TGME49_460530,0,1,0,1,0,0,0,0
TGME49_460540,0,0,0,0,0,0,0,0
TGME49_460550,0,0,0,0,0,0,0,0
TGME49_460560,0,0,0,0,0,0,0,0
TGME49_460570,0,1,0,1,0,0,0,0
TGME49_460580,0,2,1,3,0,1,4,1
TGME49_460590,0,0,0,0,0,0,0,0
TGME49_460600,0,1,0,0,0,0,0,1
TGME49_460610,0,0,0,0,0,0,0,0
TGME49_460620,0,0,0,0,0,0,0,0
TGME49_460630,1,0,0,0,1,0,0,0
TGME49_460640,0,0,0,0,0,0,0,0
TGME49_460650,0,0,0,0,0,0,0,0
TGME49_460660,0,0,0,0,0,0,0,0
TGME49_460670,0,0,0,0,0,0,0,0
TGME49_460680,0,1,0,0,0,0,0,0
TGME49_460690,0,0,0,0,0,0,0,0
TGME49_460700,0,0,0,0,0,0,0,0
TGME49_460710,0,0,0,0,0,0,0,0
TGME49_460720,0,0,2,0,0,0,2,0
TGME49_460730,3,0,3,2,3,3,3,2
TGME49_460740,0,0,0,0,0,0,0,0
TGME49_460750,0,0,0,0,0,0,0,0
TGME49_460760,0,0,0,0,0,0,0,0
TGME49_460770,0,0,0,0,0,0,0,0
TGME49_460780,1,0,0,0,1,0,0,0
TGME49_460790,0,0,0,0,0,1,0,0
TGME49_460800,0,0,1,0,0,0,0,0
TGME49_460810,0,1,0,0,0,0,1,0
TGME49_460820,0,0,1,0,0,1,0,2
TGME49_460830,0,0,0,0,0,1,0,0
TGME49_460840,0,0,1,0,0,0,0,0
TGME49_460850,0,0,0,0,0,0,0,0
TGME49_460860,0,0,0,0,0,0,0,0
TGME49_460870,0,0,0,0,0,0,0,0
TGME49_460880,0,0,0,0,0,0,0,0
TGME49_460890,36,52,24,56,36,18,37,15
TGME49_460900,0,0,0,0,0,0,1,0
TGME49_460910,0,0,0,0,0,0,0,2
TGME49_460920,0,0,1,0,0,0,0,1
TGME49_460930,1,0,0,0,1,0,0,0
TGME49_460940,0,0,0,0,0,0,0,1
TGME49_460950,0,0,0,0,0,0,0,0
TGME49_460960,0,0,0,0,0,0,0,0
TGME49_460970,0,0,0,0,0,0,1,0
TGME49_460980,0,0,0,0,0,0,0,0
TGME49_460990,0,0,0,0,0,0,0,0
TGME49_461000,0,0,0,0,0,0,0,0
TGME49_461010,1,0,1,0,1,0,2,1
TGME49_461020,0,0,0,0,0,0,0,0
TGME49_461030,0,0,0,0,0,0,0,0
TGME49_461040,0,0,0,0,0,0,0,1
TGME49_461050,0,0,0,0,0,0,0,0
TGME49_461060,0,0,0,0,0,0,0,0
TGME49_461070,0,2,0,0,0,0,0,0
TGME49_461080,0,2,2,0,0,1,1,0
TGME49_461090,0,0,1,0,0,0,0,0
TGME49_461100,0,0,0,0,0,0,0,0
TGME49_461110,0,0,0,0,0,0,0,0
TGME49_461120,0,0,0,0,0,0,0,0
TGME49_461130,0,0,0,0,0,1,0,0
TGME49_461140,0,0,0,0,0,0,0,0
TGME49_461150,0,0,0,0,0,0,0,0
TGME49_461160,1,1,1,1,1,0,0,0
TGME49_461170,0,0,0,0,0,0,1,0
