Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,LPS_1,LPS_2,LPS_3,LPS_4
KLHL22,200,371,180,148,137,212,371,137
KLHL23,0,0,0,0,0,0,0,0
KLHL24,1478,871,610,510,900,1769,2011,1212
KLHL25,30,16,27,9,36,14,89,16
KLHL26,28,21,44,17,29,15,141,13
KLHL28,153,108,62,58,464,320,555,301
KLHL29,3,3,6,0,4,8,18,0
KLHL3,4,7,5,6,22,12,56,23
KLHL30,0,0,0,0,0,0,0,0
KLHL31,0,0,1,0,0,0,1,0
KLHL32,1,0,1,0,2,0,8,1
KLHL33,0,0,0,0,0,0,0,0
KLHL33_1,0,0,0,0,0,0,0,0
KLHL34,1,1,1,1,0,1,11,1
KLHL35,2,1,0,0,0,1,1,0
KLHL36,879,845,561,364,1093,1438,2152,851
KLHL38,0,0,0,0,0,0,0,0
KLHL4,0,0,0,0,0,0,0,1
KLHL40,0,0,0,0,0,0,0,0
KLHL41,0,0,0,0,0,0,4,2
KLHL42,111,283,62,111,50,62,156,27
KLHL5,825,986,548,409,2498,3602,5242,2553
KLHL6,1138,833,767,419,1297,2192,3218,1152
KLHL6-AS1,1,0,0,0,2,1,1,0
KLHL7,40,47,35,17,94,83,144,61
KLHL7-DT,0,0,2,0,0,0,5,0
KLHL8,101,76,40,32,461,376,851,427
KLHL9,178,129,107,70,373,306,501,212
KLK1,0,0,1,0,1,0,1,0
KLK10,0,0,0,0,0,0,0,0
KLK11,0,0,0,0,0,0,0,0
KLK12,0,0,0,0,0,0,0,0
KLK13,0,0,0,0,0,0,0,0
KLK14,0,0,1,0,4,2,1,0
KLK15,0,1,0,0,0,0,0,0
KLK2,0,0,0,0,0,0,1,0
KLK3,0,0,0,0,0,0,0,0
KLK4,0,0,0,0,0,0,0,0
KLK5,0,0,0,0,0,0,0,0
KLK6,0,0,1,0,0,0,0,0
KLK7,0,0,0,0,0,0,0,0
KLK8,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0
KLKB1,2,1,1,0,1,0,8,0
KLKP1,0,0,0,0,0,0,0,0
KLLN,0,0,0,0,0,0,0,0
KLLN_1,0,0,0,0,0,0,0,0
KLRA1P,5,0,3,4,10,2,23,4
KLRB1,61,13,94,9,129,53,542,22
KLRC1,5,1,18,1,11,2,93,1
KLRC2,3,0,4,0,9,1,21,3
KLRC3,4,0,6,1,11,3,60,4
KLRC4,5,0,6,3,9,0,42,9
KLRC4-KLRK1,0,0,0,1,1,0,2,0
KLRD1,51,28,201,59,129,38,1132,210
KLRF1,9,2,24,1,18,8,188,8
KLRF2,0,0,0,0,0,0,0,0
KLRG1,10,6,7,14,19,15,28,20
KLRG2,0,0,0,0,0,0,0,0
KLRK1,3,0,3,0,1,0,10,3
KLRK1-AS1,1,0,4,1,5,2,22,6
KMO,53,23,25,11,270,78,163,73
KMT2A,381,135,329,172,1272,406,2292,966
KMT2B,1671,1674,979,840,2249,2820,3717,2303
KMT2C,3555,2237,1569,1426,7458,4190,9033,4403
KMT2CP1,0,0,0,0,0,0,0,0
KMT2CP1_1,0,0,0,0,0,0,0,0
KMT2CP4,0,0,0,0,0,0,0,0
KMT2CP5,0,0,0,0,0,0,0,0
KMT2D,2204,1881,1119,987,6427,5630,11358,5795
KMT2E,7017,4897,3379,3246,12837,8394,14474,8762
KMT2E-AS1,120,131,97,73,281,256,344,223
KMT5A,289,287,124,141,266,360,321,215
KMT5B,652,585,374,370,1117,1468,1913,1264
KMT5C,53,64,39,40,40,18,81,24
KNCN,0,0,0,0,0,0,0,1
KNDC1,20,43,2,3,130,214,24,33
KNG1,0,0,0,0,0,0,0,0
KNL1,3,1,3,0,12,3,22,14
KNOP1,20,6,12,2,24,14,84,17
KNSTRN,11,5,14,10,35,16,80,101
KNTC1,332,282,177,206,102,69,167,44
KPLCE,0,0,0,0,0,0,0,0
KPNA1,1219,1146,743,664,2704,2762,3847,2521
KPNA2,48,25,37,17,51,18,105,25
KPNA3,322,417,167,164,185,276,412,165
KPNA4,1482,1362,829,730,2429,2761,3447,2218
KPNA5,36,10,34,7,84,21,150,44
KPNA6,489,427,278,249,1032,1043,1896,1103
KPNA7,0,0,0,0,0,0,0,0
KPNA7_1,0,1,0,0,0,0,1,0
KPNB1,3374,2553,1724,1637,10123,5265,11242,7559
KPNB1-DT,48,35,18,20,157,116,171,129
KPRP,0,0,0,0,0,0,0,0
KPTN,35,35,36,33,107,73,118,81
KRAS,1121,870,601,460,4285,3337,5164,2551
KRBA1,29,22,31,14,42,27,146,37
KRBA2,24,14,18,10,40,28,120,26
KRBOX1,1,0,0,0,1,0,0,2
KRBOX1-AS1,0,0,0,0,0,0,0,0
KRBOX4,135,81,46,31,146,180,162,97
KRBOX5,104,81,41,54,301,182,244,169
KRCC1,246,237,138,106,848,953,1305,737
KREMEN1,692,1442,375,683,1761,2748,1720,2100
KREMEN2,6,12,4,2,0,2,5,0
KRI1,95,46,85,20,166,72,474,54
KRIT1,141,84,106,56,309,163,484,167
KRR1,153,87,86,64,177,79,294,123
KRT1,0,0,6,0,0,0,21,0
KRT10,40,16,18,17,117,81,108,62
KRT10-AS1,0,0,2,3,4,1,8,2
KRT12,0,0,0,0,0,0,0,0
KRT12_1,0,0,0,0,0,0,0,0
KRT13,0,0,0,0,0,1,3,0
KRT14,0,0,0,0,0,0,0,0
KRT15,0,2,0,0,0,20,1,3
KRT16,0,0,0,0,0,0,0,0
KRT16P1,0,0,0,0,0,0,0,0
KRT16P1_1,0,0,0,0,0,0,0,0
KRT16P2,0,0,0,0,0,0,0,0
KRT16P3,0,0,0,0,0,0,0,0
KRT17,16,62,16,11,0,2,2,0
KRT17P1,0,0,0,0,1,0,0,0
KRT17P2,0,0,0,0,0,0,0,0
KRT17P2_1,0,0,0,0,0,0,0,0
KRT17P5,0,0,0,0,0,0,0,0
KRT17P5_1,0,0,0,0,0,0,0,0
KRT18,0,1,1,0,6,16,10,6
KRT18P55,0,0,0,0,0,0,0,0
KRT19,0,0,0,0,0,0,0,0
KRT19P2,0,0,0,0,0,0,0,0
KRT2,2,0,0,0,0,0,1,0
KRT20,0,0,0,0,0,0,0,0
KRT20_1,0,0,0,0,0,0,0,0
KRT222,0,0,0,0,0,0,0,0
KRT23,0,0,0,0,0,0,1,0
KRT23_1,1,0,0,1,0,1,0,0
KRT24,0,0,0,0,0,0,0,0
KRT25,0,0,0,0,0,0,0,0
KRT26,0,0,0,0,0,0,0,0
KRT27,0,0,0,0,0,0,0,0
KRT28,0,0,0,0,1,0,0,0
KRT3,0,0,0,0,0,0,0,0
KRT31,0,0,0,0,0,0,0,0
KRT31_1,0,0,0,0,0,0,0,0
KRT31_2,0,0,0,0,0,0,0,0
KRT32,0,0,0,0,0,0,0,0
KRT33A,0,0,0,0,0,0,0,0
KRT33A_1,0,0,0,0,0,0,0,0
KRT33A_2,0,0,0,0,0,0,0,0
KRT33B,0,0,0,0,0,0,0,0
KRT33B_1,0,0,0,0,0,0,0,0
KRT33B_2,0,0,0,0,0,0,0,0
KRT34,0,0,0,0,0,0,0,0
KRT34_1,0,0,0,0,0,0,0,0
KRT34_2,0,0,0,0,0,0,0,0
KRT35,0,0,0,0,0,0,0,0
KRT36,0,2,0,0,0,0,0,0
KRT37,0,0,0,0,0,0,0,0
KRT37_1,0,0,0,0,0,0,0,0
KRT37_2,0,0,0,0,0,0,0,0
KRT38,0,0,0,0,0,0,0,0
KRT39,0,0,0,0,0,0,0,0
KRT39_1,0,0,0,0,0,0,0,0
KRT4,1,0,0,0,0,0,0,0
KRT40,0,0,0,0,0,0,0,0
KRT40_1,0,0,0,0,0,0,0,0
KRT42P,0,0,0,0,0,0,0,0
KRT5,0,0,1,0,1,0,10,2
KRT6A,0,1,1,1,0,0,0,0
KRT6B,0,0,0,0,0,0,0,0
KRT6C,0,0,0,0,0,0,0,0
KRT7,1,1,0,0,0,3,1,0
KRT71,0,0,0,0,0,0,0,0
KRT72,9,9,31,1,18,32,135,0
KRT73,12,24,30,0,38,31,193,0
KRT73-AS1,1,3,4,0,1,4,6,0
KRT74,0,0,0,0,0,1,2,0
KRT75,0,0,0,0,0,0,0,0
KRT76,0,0,0,0,0,0,0,0
KRT77,0,0,0,0,0,0,0,0
KRT78,1,0,0,0,0,0,0,0
KRT79,0,0,0,0,1,0,0,0
KRT7-AS,0,0,0,0,0,0,0,0
KRT8,0,0,0,0,2,0,1,2
KRT80,0,0,0,0,0,0,0,1
KRT81,1,1,6,1,0,2,21,1
KRT82,0,0,0,0,0,0,0,0
KRT83,0,0,0,2,0,0,0,0
KRT84,0,0,0,0,0,0,0,0
KRT85,0,0,0,0,0,0,0,0
KRT86,0,1,2,0,3,4,18,4
KRT87P,0,0,0,0,0,0,0,0
KRT8P41,2,4,1,0,3,5,7,5
KRT9,0,0,0,0,0,0,0,0
KRTAP10-1,0,0,1,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0,1,0
KRTAP10-11,0,0,0,0,0,0,0,0
KRTAP10-12,0,0,0,0,0,1,0,0
KRTAP10-2,0,0,0,0,0,0,0,0
KRTAP10-3,0,0,0,0,1,0,0,0
KRTAP10-4,0,0,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,2,0,0,0
KRTAP10-6,0,0,0,0,1,0,0,0
KRTAP10-7,0,0,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,1,0,0,0
KRTAP10-9,1,0,0,0,0,1,0,0
KRTAP1-1,0,0,0,0,0,0,0,0
KRTAP1-1_1,0,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0,0
KRTAP12-1,0,0,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0,0,0
KRTAP12-4,0,1,0,0,0,0,0,1
KRTAP1-3,0,0,0,0,0,0,0,0
KRTAP1-3_1,0,0,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0,0,0
KRTAP1-4_1,0,0,0,0,0,0,0,0
KRTAP1-5,0,0,0,0,0,0,0,0
KRTAP1-5_1,0,0,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0,0,0
KRTAP16-1,0,0,0,0,0,0,0,0
KRTAP16-1_1,0,0,0,0,0,0,0,0
KRTAP16-1_2,0,0,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0,0,0
KRTAP17-1_1,0,0,0,0,0,0,0,0
KRTAP17-1_2,0,0,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0,0,0
KRTAP2-1_1,0,0,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0,0,0
KRTAP2-2_1,0,0,0,0,0,0,0,0
KRTAP2-2_2,0,0,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0,0,0
KRTAP2-3_1,0,0,0,0,0,0,0,0
KRTAP2-3_2,0,0,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0,0,0
KRTAP2-4_1,0,0,0,0,0,0,0,0
KRTAP2-4_2,0,0,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0,0,0
KRTAP29-1,0,0,0,0,0,0,0,0
KRTAP29-1_1,0,0,0,0,0,0,0,0
KRTAP29-1_2,0,0,0,0,0,0,0,0
KRTAP29-1_3,0,0,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0,0,0
KRTAP3-1_1,0,0,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,0,0,0
KRTAP3-2_1,0,0,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0,0,0
KRTAP3-3_1,0,0,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0,0,0
KRTAP4-1_1,0,0,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0,0,0
KRTAP4-11_1,0,0,0,0,0,0,0,0
KRTAP4-11_2,0,0,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0,0,0
KRTAP4-12_1,0,0,0,0,0,0,0,0
KRTAP4-12_2,0,0,0,0,0,0,0,0
KRTAP4-16,0,0,0,0,0,0,0,0
KRTAP4-16_1,0,0,0,0,0,0,0,0
KRTAP4-16_2,0,0,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0,0,0
KRTAP4-2_1,0,0,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0,0,0
KRTAP4-3_1,0,0,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0,0,0
KRTAP4-4_1,0,0,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0,0,0
KRTAP4-5_1,0,0,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0,0,0
KRTAP4-6_1,0,0,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0,0,0
KRTAP4-7_1,0,0,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0,0,0
KRTAP4-8_1,0,0,0,0,0,0,0,0
KRTAP4-8_2,0,0,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0,0,0
KRTAP4-9_1,0,0,0,0,0,0,0,0
KRTAP4-9_2,0,0,0,0,0,0,0,0
KRTAP5-1,0,0,0,0,0,0,0,0
KRTAP5-1_1,0,0,0,0,0,0,0,0
KRTAP5-1_2,0,0,0,0,0,0,0,0
KRTAP5-1_3,0,0,0,0,0,0,0,0
KRTAP5-10,0,0,0,0,0,1,0,0
KRTAP5-11,0,0,0,0,1,0,0,0
KRTAP5-2,0,0,0,0,0,0,0,0
KRTAP5-2_1,0,0,0,0,0,0,0,0
KRTAP5-2_2,0,0,0,0,0,0,0,0
KRTAP5-2_3,0,0,0,0,0,0,0,0
KRTAP5-3,0,0,0,0,0,0,0,0
KRTAP5-3_1,0,0,0,0,0,0,0,0
KRTAP5-3_2,0,0,0,0,0,0,0,0
KRTAP5-3_3,0,0,0,0,0,0,0,0
KRTAP5-4,0,0,0,0,0,0,0,0
KRTAP5-4_1,0,0,0,0,0,0,0,0
KRTAP5-4_2,0,0,0,0,0,0,0,0
KRTAP5-4_3,0,0,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0,0,0
KRTAP5-5_1,0,0,0,0,0,0,0,0
KRTAP5-5_2,0,0,0,0,0,0,0,0
KRTAP5-5_3,0,0,0,0,0,0,0,0
KRTAP5-6,0,0,0,0,0,0,0,0
KRTAP5-6_1,0,0,0,0,0,0,0,0
KRTAP5-7,0,0,0,0,0,0,0,0
KRTAP5-8,0,0,0,0,0,0,1,0
KRTAP5-9,0,2,0,0,0,2,0,1
KRTAP5-AS1,0,0,0,0,0,0,0,0
KRTAP5-AS1_1,0,0,0,0,0,0,0,0
KRTAP5-AS1_2,0,0,0,0,0,0,0,0
KRTAP5-AS1_3,0,0,0,0,0,0,0,0
KRTAP6-1,0,0,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0,0,0
KRTAP9-1_1,0,0,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0,0,0
KRTAP9-2_1,0,0,0,0,0,0,0,0
KRTAP9-2_2,0,0,0,0,0,0,0,0
KRTAP9-2_3,0,0,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0,0,0
KRTAP9-3_1,0,0,0,0,0,0,0,0
KRTAP9-3_2,0,0,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0,0,0
KRTAP9-4_1,0,0,0,0,0,0,0,0
KRTAP9-4_2,0,0,0,0,0,0,0,0
KRTAP9-4_3,0,0,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0,0,0
KRTAP9-6_1,0,0,0,0,0,0,0,0
KRTAP9-6_2,0,0,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0,0,0
KRTAP9-7_1,0,0,0,0,0,0,0,0
KRTAP9-7_2,0,0,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0,0,0
KRTAP9-8_1,0,0,0,0,0,0,0,0
KRTAP9-8_2,0,0,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0,0,0
KRTAP9-9_1,0,0,0,0,0,0,0,0
KRTAP9-9_2,0,0,0,0,0,0,0,0
KRTAP9-9_3,0,0,0,0,0,0,0,0
KRTCAP2,49,44,48,25,77,74,223,66
KRTCAP3,6,3,8,1,15,18,42,15
KRTDAP,0,0,0,0,0,0,0,0
KSR1,450,717,345,352,572,1242,1199,921
KSR2,1,0,0,0,0,0,1,1
KTI12,0,0,0,0,0,0,0,0
KTN1,609,304,336,281,1050,442,1383,633
KTN1-AS1,0,0,0,0,0,0,2,0
KU-MEL-3,0,2,0,0,0,0,0,0
KXD1,374,585,331,249,571,1147,1377,694
KY,141,256,104,79,100,708,515,327
KYAT1,30,59,24,28,6,18,8,4
KYAT1-SPOUT1,0,3,0,0,0,1,2,0
KYAT3,222,179,111,129,644,522,587,344
KYNU,115,445,30,21,690,2214,307,202
L1CAM,3,3,3,4,6,3,17,1
L1CAM-AS1,0,0,0,0,0,1,2,0
L1TD1,1,1,1,0,0,0,6,0
L2HGDH,23,29,15,10,9,3,33,5
L3HYPDH,20,13,15,9,42,31,118,22
L3MBTL1,14,6,16,9,21,16,73,14
L3MBTL2,82,102,83,67,88,80,252,64
L3MBTL2-AS1,3,3,5,1,7,2,9,1
L3MBTL3,71,70,74,76,117,127,454,289
L3MBTL4,0,2,6,0,1,3,21,0
L3MBTL4-AS1,0,0,0,0,0,0,0,0
LACAT1,0,0,0,0,0,0,0,0
LACAT1_1,0,0,0,0,0,0,0,0
LACC1,797,423,291,318,1825,1097,1361,811
LACRT,0,0,0,0,0,0,0,0
LACTB,838,698,668,407,1777,1715,1803,1064
LACTB2,10,6,11,3,15,21,28,20
LACTB2-AS1,0,0,0,0,0,2,2,1
LACTBL1,0,0,0,1,0,0,0,0
LAD1,1,1,0,0,5,3,12,0
LAG3,8,3,7,6,26,11,42,18
LAGE3,86,81,87,61,32,48,79,22
LAIR1,10,3,2,9,23,30,25,50
LAIR1_1,0,0,0,3,0,0,14,18
LAIR1_2,8,3,0,3,37,27,1,33
LAIR1_3,0,0,0,0,1,0,2,22
LAIR1_4,16,0,0,2,4,9,5,3
LAIR2,0,0,0,0,0,0,0,0
LAIR2_1,0,0,0,0,0,0,0,0
LAIR2_2,0,0,1,0,0,0,0,0
LAIR2_3,0,0,0,0,0,0,0,0
LALBA,0,0,0,0,0,0,0,0
LAMA1,0,1,0,0,0,0,0,0
LAMA2,2,5,1,0,5,12,7,2
LAMA3,0,2,0,1,1,2,5,0
LAMA4,3,2,1,2,0,0,0,0
LAMA4-AS1,0,0,0,0,0,0,0,0
LAMA5,5,3,4,11,12,7,37,18
LAMA5-AS1,0,0,0,0,0,0,0,0
LAMB1,22,20,5,11,30,38,57,30
LAMB2,0,1,1,2,0,5,3,0
LAMB2P1,4,1,1,1,10,14,22,6
LAMB3,6878,8212,4226,3159,14781,18684,16597,7984
LAMB4,0,1,1,0,0,1,2,0
LAMC1,14,25,2,11,20,121,64,73
LAMC1-AS1,2,0,0,0,0,0,1,0
LAMC2,0,3,4,2,0,12,51,14
LAMC3,0,0,0,0,0,3,3,0
LAMP1,4201,3981,2684,2093,3145,5310,5077,3336
LAMP2,4409,3265,2102,1813,9369,8925,10009,5891
LAMP3,663,305,208,164,935,729,821,653
LAMP5,1,0,2,0,2,0,12,0
LAMP5-AS1,0,0,1,0,0,0,2,0
LAMTOR1,664,704,419,309,763,1793,1798,936
LAMTOR2,30,36,26,18,51,97,139,59
LAMTOR3,1423,932,726,625,3057,2131,2709,1949
LAMTOR4,255,466,203,138,330,1043,891,486
LAMTOR5,207,334,134,122,143,208,272,105
LAMTOR5-AS1,0,1,0,0,1,1,1,1
LANCL1,34,6,32,11,71,29,207,35
LANCL1-AS1,0,0,0,0,1,0,1,1
LANCL2,45,49,24,20,100,131,208,87
LANCL3,1,1,1,0,5,0,12,1
LAP3,164,60,119,125,1264,168,707,721
LAPTM4A,847,617,279,353,446,907,742,530
LAPTM4A-DT,0,0,0,0,0,0,0,0
LAPTM4B,23,26,14,6,10,10,18,4
LAPTM5,44132,40334,24675,18353,144903,149055,175986,99867
LARGE1,4,1,8,4,11,1,35,12
LARGE1-AS1,0,0,0,0,0,0,0,0
LARGE2,4,1,3,2,7,6,31,19
LARGE-AS1,0,0,0,0,0,0,0,0
LARP1,936,873,579,467,772,1320,1687,788
LARP1B,101,122,59,74,44,18,60,20
LARP4,82,35,61,44,86,44,147,42
LARP4B,760,822,489,388,2262,3090,3525,2030
LARP4B-DT,0,0,0,0,0,0,0,0
LARP6,0,0,1,0,0,1,1,0
LARP7,397,287,199,242,784,490,785,569
LARRPM,0,0,0,0,0,0,0,0
LARS1,92,23,95,25,219,105,636,100
LARS2,21,16,31,13,56,33,122,39
LARS2-AS1,1,0,0,0,0,0,0,0
LAS1L,65,38,54,24,95,75,272,77
LASP1,5206,6387,2653,2416,13722,24363,26954,16482
LASP1NB,13,29,16,16,62,226,191,149
LASTR,0,0,0,0,0,0,0,0
LAT,144,96,201,63,259,245,1077,164
LAT2,1839,2356,1347,961,7620,13913,16784,10201
LATS1,123,91,73,58,372,295,541,301
LATS2,925,869,572,569,865,1047,1116,806
LAX1,26,14,45,17,60,30,267,33
LAYN,8,2,15,0,4,4,30,3
LBH,186,108,459,44,383,293,2618,276
LBHD1,7,6,14,1,17,5,42,5
LBHD2,0,0,0,0,0,0,0,0
LBP,0,0,0,0,0,0,0,0
LBR,476,458,251,201,832,1736,1897,988
LBX1,1,4,3,2,0,0,0,0
LBX1-AS1,0,0,0,0,0,0,0,0
LBX2,2,1,1,0,1,0,3,0
LBX2-AS1,7,6,1,1,7,28,12,4
LCA5,0,0,0,0,0,0,0,0
LCA5L,2,5,4,1,2,9,11,7
LCAL1,0,0,0,0,0,0,0,0
LCAT,24,21,21,13,81,57,94,64
LCDR,8,6,7,0,25,20,33,13
LCE1A,0,0,0,0,0,0,0,0
LCE1B,0,0,0,0,0,0,0,0
LCE1C,0,0,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0,0,0
LCE1E,0,0,0,0,0,0,0,0
LCE1F,0,0,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0,0,0
LCE2B,0,0,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0,0,0
LCE2D,0,0,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0,0,0
LCE3B,0,0,0,0,0,0,0,0
LCE3C,0,0,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0,0,0
LCE3E,0,0,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0,0,0
LCE5A,0,0,0,0,0,0,0,0
LCE6A,0,0,0,0,0,0,0,0
LCE7A,0,0,0,0,0,0,0,0
LCIIAR,0,0,0,0,0,0,0,0
LCIIAR_1,0,0,0,0,0,0,0,0
LCIIAR_2,0,0,0,0,0,0,0,0
LCK,160,91,247,40,360,218,1369,183
LCLAT1,45,49,17,24,58,50,76,36
LCMT1,30,43,36,21,41,35,85,34
LCMT1-AS1,0,1,0,0,0,0,1,1
LCMT1-AS2,0,0,0,0,0,0,1,4
LCMT2,24,22,27,15,29,21,66,20
LCN1,0,0,0,0,1,0,0,0
LCN1_1,0,0,0,0,0,0,0,0
LCN10,0,0,0,0,0,0,2,0
LCN12,1,0,2,0,3,1,2,0
LCN15,0,0,0,0,0,0,0,0
LCN2,151,180,124,70,312,313,256,177
LCN6,0,0,0,0,0,0,0,0
LCN8,0,0,0,3,0,0,0,2
LCN9,0,0,0,0,0,0,0,0
LCNL1,0,0,0,0,0,0,1,0
LCOR,923,656,565,455,2111,1322,3074,1546
LCORL,80,65,44,33,111,59,114,68
LCP1,77552,79715,45046,37447,170383,183329,210890,131711
LCP2,23773,20721,14465,11074,42192,30618,33304,18902
LCT,2,1,2,0,0,1,4,2
LCT-AS1,0,0,0,0,0,0,0,0
LCTL,1,0,1,0,0,0,4,0
LDAF1,51,60,16,24,15,37,23,16
LDAF1_1,0,0,0,0,0,0,0,0
LDAH,6,3,5,2,22,4,61,17
LDB1,863,1042,521,368,1716,3418,4640,2373
LDB2,0,0,0,0,0,0,2,0
LDB3,0,0,0,1,0,0,0,0
LDC1P,0,0,0,0,0,0,0,0
LDHA,0,0,0,0,0,0,0,0
LDHA_1,1,1,0,0,1,0,1,0
LDHAL6A,11,9,2,1,64,33,59,50
LDHAL6B,0,0,0,0,0,0,0,0
LDHB,212,76,290,40,422,239,1518,154
LDHC,0,0,0,0,1,0,0,1
LDHC_1,0,0,0,0,0,0,0,0
LDHD,1,1,0,0,1,1,3,1
LDLR,566,540,389,361,254,238,261,154
LDLRAD1,0,0,0,1,0,0,0,0
LDLRAD2,0,0,0,0,0,0,2,0
LDLRAD3,10,1,5,1,8,2,6,7
LDLRAD4,117,41,115,23,306,214,836,107
LDLRAD4-AS1,0,0,1,0,0,0,0,0
LDLRAP1,170,124,255,39,207,238,1259,53
LDLR-AS1,0,0,0,0,0,1,0,0
LDOC1,2,1,7,0,6,2,16,1
LEAP2,4,2,2,0,6,5,12,3
LECT2,0,0,0,0,0,0,0,0
LEF1,149,58,213,10,332,171,1049,35
LEF1-AS1,2,0,1,0,3,2,19,2
LEFTY1,1,2,0,0,1,2,3,0
LEFTY2,1,0,0,0,0,0,2,0
LEISA1,0,0,0,0,0,0,0,0
LEKR1,1,0,2,0,5,1,3,2
LELP1,0,0,0,0,0,0,0,0
LEMD1,0,0,0,0,0,0,0,0
LEMD1-AS1,0,0,0,0,0,0,0,0
LEMD1-DT,0,0,0,0,0,0,0,0
LEMD2,580,777,421,335,685,1139,1361,718
LEMD3,814,479,366,361,1312,715,1296,863
LENEP,0,0,1,1,1,2,1,0
LENG1,0,0,0,0,0,0,0,0
LENG1_1,0,0,0,0,0,0,0,0
LENG1_2,0,0,0,0,0,0,0,0
LENG1_3,0,0,0,0,0,0,0,0
LENG1_4,0,0,0,0,0,0,0,0
LENG1_5,0,0,0,0,0,0,0,0
LENG1_6,0,0,0,0,0,0,0,0
LENG1_7,0,0,0,0,0,0,0,0
LENG1_8,0,0,0,0,0,0,0,0
LENG1_9,0,0,0,0,0,0,0,0
LENG8,3,2,0,0,4,1,13,0
LENG8_1,1,0,0,1,1,4,5,0
LENG8_2,1,3,1,1,0,0,1,0
LENG8_3,0,24,0,1,0,1,1,0
LENG8-AS1,0,0,0,0,0,0,0,0
