Geneid,Mock_1,Mock_2,Mock_3,Mock_4,LPS_1,LPS_2,LPS_3,LPS_4
TMEM74B,1,7,3,3,1,3,8,1
TMEM78,1,0,0,0,0,0,0,0
TMEM79,84,78,99,83,41,84,100,63
TMEM80,132,175,111,96,69,91,128,58
TMEM81,101,115,79,88,99,83,132,56
TMEM82,0,0,0,0,0,0,0,0
TMEM86A,9,3,6,4,3,6,10,1
TMEM86B,137,232,147,105,75,108,133,53
TMEM87A,434,350,351,369,282,196,456,256
TMEM87B,286,170,132,106,221,478,239,165
TMEM88,260,395,191,195,922,1196,865,581
TMEM88B,0,0,0,0,0,0,0,0
TMEM89,1,2,0,0,0,3,1,4
TMEM8B,11,18,30,3,10,4,37,5
TMEM9,18,23,49,20,17,27,71,21
TMEM91,298,466,180,203,130,400,267,146
TMEM92,193,239,144,138,61,135,154,99
TMEM92-AS1,257,203,187,152,61,141,177,113
TMEM94,526,356,599,269,241,153,682,178
TMEM95,0,0,0,0,0,0,0,0
TMEM95_1,0,0,0,0,0,0,0,0
TMEM97,1,2,2,6,4,3,11,0
TMEM98,0,0,0,0,0,0,0,0
TMEM9B,476,585,403,332,451,464,624,282
TMEM9B-AS1,4,4,5,4,5,2,6,0
TMF1,3651,1830,2528,2345,5380,2947,5706,3409
TMIE,0,0,1,0,0,3,3,0
TMIGD1,0,0,0,0,0,4,0,1
TMIGD2,26,25,111,5,32,24,164,4
TMIGD3,107,133,39,78,85,352,123,98
TMLHE,143,124,76,124,25,44,41,28
TMLHE-AS1,10,10,4,10,8,2,2,7
TMOD1,0,1,5,0,2,0,4,1
TMOD2,2050,517,1369,1755,1246,1033,2755,2067
TMOD3,2505,1988,1868,1504,4010,3181,4104,2328
TMOD4,33,40,43,25,43,41,66,43
TMPO,142,59,272,77,175,82,534,102
TMPO-AS1,1,6,9,2,3,4,22,3
TMPPE,348,188,270,216,67,129,193,85
TMPRSS11A,0,0,0,0,0,0,0,0
TMPRSS11B,0,0,0,0,0,0,0,0
TMPRSS11BNL,0,0,0,0,0,0,0,0
TMPRSS11D,0,1,1,0,0,1,0,0
TMPRSS11E,0,0,0,0,0,0,0,0
TMPRSS11E_1,0,0,0,0,0,0,0,0
TMPRSS11F,0,0,0,0,0,0,0,0
TMPRSS11GP,0,0,0,0,0,0,0,0
TMPRSS12,1,0,0,1,0,0,0,0
TMPRSS13,46,47,74,28,175,259,448,156
TMPRSS15,0,0,0,0,0,0,0,0
TMPRSS2,0,0,0,0,3,0,1,0
TMPRSS3,2,1,7,1,0,3,24,6
TMPRSS4,2,0,10,2,1,1,4,2
TMPRSS5,4,2,3,5,2,1,6,5
TMPRSS6,2,1,5,0,3,0,12,0
TMPRSS7,1,0,0,0,0,0,0,0
TMPRSS9,0,1,3,2,0,2,8,1
TMSB10,1389,1244,1331,1990,965,1158,2270,1190
TMSB15A,0,1,0,0,0,0,0,0
TMSB15B,0,0,0,1,0,0,1,0
TMSB15B-AS1,0,0,2,1,1,0,7,1
TMSB15C,0,0,0,0,0,0,0,0
TMSB4X,28026,34851,27298,26141,59492,76957,76217,49816
TMSB4Y,2,0,5,7,2,1,4,2
TMT1A,72,19,89,37,143,81,229,113
TMT1B,0,0,0,0,0,0,2,0
TMTC1,67,96,16,6,14,22,8,3
TMTC2,6,3,10,4,6,6,8,9
TMTC3,60,29,47,39,52,16,100,34
TMTC4,34,7,39,7,25,9,50,11
TMUB1,380,396,399,341,798,920,1076,668
TMUB2,2308,2878,1930,2004,3198,3147,3677,2223
TMX1,138,85,131,85,107,50,192,51
TMX2,407,668,432,333,538,782,867,486
TMX2-CTNND1,0,1,0,1,0,0,0,0
TMX3,554,287,393,321,340,201,541,227
TMX4,2818,2541,1811,1962,795,1273,1265,571
TMX4-AS1,1,1,0,1,1,1,1,0
TNC,2,5,0,2,15,35,17,18
TNF,0,0,0,0,0,1,0,0
TNF_1,0,0,0,0,0,0,0,0
TNF_2,0,0,0,0,1,0,0,0
TNF_3,0,0,0,0,1,0,3,0
TNF_4,0,0,0,0,0,0,0,0
TNF_5,0,0,0,0,1,0,0,0
TNF_6,0,0,0,0,0,0,0,0
TNF_7,0,0,0,0,0,0,0,0
TNFAIP1,279,249,267,227,176,213,421,178
TNFAIP2,65023,67451,61973,54228,368862,222840,302039,222050
TNFAIP3,9650,4886,7222,4053,186126,71754,107144,70765
TNFAIP6,4942,1564,2348,2203,106756,36959,61231,46611
TNFAIP8,648,372,606,367,3558,2767,3061,2447
TNFAIP8L1,906,397,914,504,761,1186,1828,1112
TNFAIP8L2,759,960,730,791,322,744,1033,585
TNFAIP8L2-SCNM1,0,0,0,0,0,0,0,0
TNFAIP8L3,0,1,0,0,62,12,22,31
TNFRSF10A,74,112,108,33,116,186,164,53
TNFRSF10A-DT,8,27,8,5,14,25,15,7
TNFRSF10B,7627,6891,5717,4576,4178,9344,11681,5893
TNFRSF10C,5923,11723,7209,10576,490,4284,3550,2957
TNFRSF10D,174,110,89,46,178,193,219,121
TNFRSF11A,2,3,14,1,6,6,24,4
TNFRSF11B,0,0,0,0,0,0,0,0
TNFRSF12A,424,821,499,541,48,683,437,302
TNFRSF13B,4,2,18,1,6,2,41,2
TNFRSF13C,77,20,130,125,80,23,225,135
TNFRSF14,20,2,4,2,3,8,11,214
TNFRSF14_1,1,0,0,0,0,0,1,0
TNFRSF14-AS1,0,0,0,1,0,0,0,0
TNFRSF14-AS1_1,0,0,0,0,1,0,0,0
TNFRSF17,5,0,6,0,3,1,3,1
TNFRSF18,24,15,153,16,109,34,400,37
TNFRSF19,0,0,0,0,0,0,1,0
TNFRSF1A,9385,12344,7967,8288,11245,14092,14809,8943
TNFRSF1B,47183,62692,48295,40296,78449,128337,110970,72029
TNFRSF21,6,3,10,2,2,0,7,3
TNFRSF25,449,235,1004,117,616,279,1960,133
TNFRSF4,36,42,76,26,130,80,227,73
TNFRSF6B,1,0,0,0,0,0,0,0
TNFRSF8,829,770,723,509,904,1412,1118,667
TNFRSF9,148,200,189,226,802,1474,1688,1490
TNFSF10,1730,1100,962,2319,947,176,1129,791
TNFSF11,1,1,5,0,2,0,3,1
TNFSF12,129,154,181,150,89,172,188,91
TNFSF12-TNFSF13,0,0,0,0,0,0,0,0
TNFSF13,73,59,87,107,62,121,167,115
TNFSF13B,4213,3888,2253,3276,973,606,943,666
TNFSF14,2558,3302,2283,2244,3407,7544,6164,2916
TNFSF15,31,28,16,13,466,1390,622,355
TNFSF18,0,0,2,0,0,0,0,0
TNFSF4,50,18,28,25,19,17,45,19
TNFSF8,678,1134,261,286,4189,4546,1282,1970
TNFSF9,1,3,0,1,74,8,4,4
TNIK,259,49,297,73,491,108,531,141
TNIP1,20802,20246,21226,14154,150542,124416,159764,105573
TNIP2,361,480,369,272,841,1121,1085,607
TNIP2P1,2,3,0,1,4,3,1,3
TNIP3,4,0,1,1,170,29,87,23
TNK1,0,0,0,0,0,0,0,0
TNK1_1,0,0,0,0,0,0,0,0
TNK2,5634,5704,5236,4142,2196,1768,5156,1933
TNK2-AS1,190,145,152,114,99,60,209,55
TNKS,6,12,11,6,12,8,21,14
TNKS_1,38,8,22,16,20,17,36,11
TNKS1BP1,43,22,70,20,75,40,157,46
TNKS2,2656,1695,1779,1746,2017,1736,2537,1410
TNKS2-DT,0,0,0,0,1,0,0,0
TNMD,0,0,0,0,0,0,0,0
TNN,0,0,1,0,1,0,0,0
TNNC1,1,3,2,3,4,1,4,0
TNNC2,1,0,1,0,2,3,0,1
TNNI1,0,0,0,0,1,0,0,0
TNNI2,0,0,0,0,0,0,0,0
TNNI2_1,74,38,4,4,9,49,0,0
TNNI3,0,0,0,0,0,0,0,0
TNNI3K,0,0,0,0,0,0,0,0
TNNT1,9,5,5,9,6,2,4,4
TNNT2,0,0,0,0,0,0,1,0
TNNT3,0,0,3,0,0,0,2,0
TNNT3_1,2,4,0,2,1,0,4,0
TNP1,0,0,0,0,0,0,0,0
TNP2,0,0,0,0,0,0,1,0
TNPO1,2975,2145,1938,2246,848,1163,1341,888
TNPO1-DT,0,0,1,0,0,1,1,1
TNPO2,395,292,589,338,1436,626,1770,953
TNPO3,1011,782,781,774,848,693,1202,586
TNR,0,0,0,0,1,1,1,0
TNRC17,0,0,0,0,0,0,0,0
TNRC18,9869,10216,9334,8431,3931,4563,7796,4482
TNRC18P1,2,3,4,6,1,0,4,1
TNRC6A,12,3,9,5,6,3,18,3
TNRC6A_1,0,0,0,0,0,0,0,0
TNRC6B,3178,980,2235,2323,1419,629,1873,1024
TNRC6B-DT,0,1,0,1,0,0,1,0
TNRC6C,1710,1777,1839,996,1366,1800,2373,1130
TNS1,217,90,101,27,55,52,56,8
TNS1-AS1,0,0,0,0,0,0,0,0
TNS2,12,6,13,7,10,7,16,1
TNS2-AS1,1,0,1,0,0,0,3,2
TNS3,29,9,27,7,68,49,66,26
TNS4,0,0,1,0,1,1,3,0
TNXA,0,0,0,0,0,0,0,0
TNXA_1,0,0,0,0,0,0,0,0
TNXA_2,0,0,0,0,0,0,0,0
TNXA_3,0,0,0,0,0,0,0,0
TNXB,0,0,0,0,0,0,0,0
TNXB_1,0,0,0,0,0,0,0,0
TNXB_2,0,0,0,0,0,0,0,0
TNXB_3,0,0,0,0,0,0,0,0
TNXB_4,0,0,0,0,0,0,0,0
TNXB_5,0,0,0,0,0,0,0,0
TNXB_6,0,0,0,0,0,0,0,0
TNXB_7,0,0,0,0,0,0,0,0
TOB1,549,507,500,466,188,187,360,157
TOB1-AS1,3,4,6,1,0,2,4,0
TOB2,439,469,502,421,257,390,622,331
TOB2P1,0,1,1,3,3,8,3,7
TODL,0,0,0,0,0,0,0,0
TOE1,85,52,73,48,93,67,153,60
TOGARAM1,85,40,100,43,51,56,115,48
TOGARAM2,187,47,67,65,54,35,113,37
TOLLIP,0,0,1,1,1,0,0,0
TOLLIP_1,0,0,0,0,0,0,0,1
TOLLIP-DT,0,0,0,0,0,0,0,0
TOLLIP-DT_1,0,0,0,0,0,0,0,0
TOM1,3437,4723,3204,2448,14295,17521,18629,10614
TOM1L1,0,0,0,0,0,1,0,0
TOM1L2,394,298,423,282,193,159,384,148
TOMM20,325,289,336,236,382,332,586,217
TOMM20L,0,1,0,0,1,0,1,0
TOMM20L-DT,5,1,2,5,4,0,3,0
TOMM22,88,156,113,70,105,151,251,78
TOMM22-DT,1,0,0,0,0,0,2,0
TOMM34,99,175,75,63,73,139,156,55
TOMM40,32,24,46,15,55,25,111,17
TOMM40L,256,286,329,152,572,680,1086,274
TOMM5,26,11,46,20,42,27,84,18
TOMM6,166,189,238,134,234,162,452,165
TOMM7,190,162,507,250,214,184,872,201
TOMM70,104,37,136,46,124,77,259,74
TOMT,0,0,0,0,0,0,0,0
TONSL,10,3,20,3,19,2,29,8
TONSL_1,0,0,0,0,0,0,0,0
TONSL-AS1,1,0,0,0,1,0,0,0
TOP1,3178,2380,2311,2819,6223,2934,4633,3481
TOP1MT,54,40,76,27,68,25,129,15
TOP1P1,1,0,0,1,1,0,0,0
TOP1P2,0,1,0,0,1,2,0,1
TOP2A,5,0,7,16,16,1,17,13
TOP2B,3195,1950,2650,2556,4897,3161,6003,3862
TOP3A,1,0,1,1,1,6,1,1
TOP3A_1,0,1,0,0,0,0,0,0
TOP3B,179,193,231,190,138,150,350,151
TOP6BL,14,10,13,17,24,7,33,13
TOPAZ1,0,0,0,0,0,0,0,0
TOPBP1,1187,661,853,825,592,315,776,420
TOPORS,2177,1551,1974,2295,1189,971,2646,2050
TOR1A,1304,2174,1341,1622,1228,1869,2228,1406
TOR1AIP1,2689,2730,2265,2311,2464,2697,3313,1944
TOR1AIP2,1021,1054,906,997,1027,1254,1531,1114
TOR1B,1113,1449,1376,1825,2647,1254,3605,1844
TOR2A,327,453,365,272,170,265,366,167
TOR3A,186,171,174,161,136,90,292,94
TOR4A,526,1046,638,535,447,946,713,459
TOX,21,6,38,10,13,7,54,3
TOX2,99,91,67,34,29,13,50,17
TOX3,1,0,0,1,1,1,0,1
TOX4,1622,1726,1717,1728,3020,2654,3643,2342
TOX-DT,7,4,17,9,3,6,10,9
TP53,91,87,172,87,135,236,442,128
TP53AIP1,1,0,1,0,0,0,0,0
TP53BP1,1275,753,931,657,1454,691,1357,734
TP53BP2,1076,669,668,721,1364,881,1451,920
TP53I11,3191,4259,2275,2221,1562,3488,3140,1844
TP53I13,176,128,329,150,150,74,399,97
TP53I3,33,25,20,13,16,26,26,9
TP53INP1,8464,5072,6155,6063,2553,1510,3037,1591
TP53INP2,1607,2369,2153,1354,19136,7936,12562,6283
TP53RK,75,79,95,51,79,63,162,38
TP53RK-DT,6,3,10,4,6,6,13,2
TP53TG1,18,11,23,13,8,13,25,15
TP53TG3,0,0,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0,0,0
TP53TG3D,0,0,0,0,0,0,0,0
TP53TG3E,0,0,0,0,0,0,0,0
TP53TG3F,0,0,0,0,0,0,0,0
TP53TG3HP,0,0,0,0,0,0,0,0
TP53TG5,11,12,11,8,8,7,20,7
TP63,0,0,0,0,0,0,1,0
TP73,5,5,3,0,4,0,2,0
TP73-AS2,0,0,0,0,0,0,0,0
TP73-AS3,0,0,0,0,0,0,0,0
TPBG,0,0,0,0,0,0,0,0
TPBG_1,0,0,0,0,0,0,0,0
TPBGL,4,2,2,2,0,1,2,0
TPBGL-AS1,0,1,1,0,0,0,0,0
TPCN1,154,105,227,91,111,51,250,54
TPCN2,469,603,420,332,427,428,508,253
TPD52,19,2,13,11,14,3,38,15
TPD52L1,0,0,0,0,0,0,0,2
TPD52L2,6539,9845,5748,5924,6132,13055,10789,6451
TPD52L3,0,0,0,0,0,0,0,0
TPD52-MRPS28,0,0,0,0,0,0,0,0
TPGS1,14,15,24,7,16,15,24,12
TPGS2,109,49,108,82,116,38,183,59
TPH1,1,1,9,1,3,2,11,1
TPH2,0,0,0,0,0,0,0,0
TPI1,681,1008,922,836,546,735,1211,531
TPI1P2,5,5,2,1,4,6,9,3
TPI1P3,0,0,0,0,0,0,0,0
TPK1,38,30,23,21,21,37,35,39
TPK1_1,0,0,0,0,0,0,0,0
TPM1,584,539,489,372,73,256,263,88
TPM1-AS,0,0,1,1,0,3,1,1
TPM2,16,26,84,14,21,26,119,15
TPM3,7413,14816,7572,8215,6563,12163,10495,5907
TPM3P9,26,12,54,27,30,10,71,25
TPM4,2810,10207,3901,3141,2777,6766,5002,1923
TPMT,85,96,84,53,348,318,323,146
TPO,0,0,0,0,0,0,0,0
TPO_1,0,0,0,0,0,0,0,0
TPP1,4329,4233,3606,3211,8984,17083,12230,7702
TPP2,1272,703,1175,807,391,511,1210,275
TPPP,16,11,17,19,222,78,56,10
TPPP2,0,0,1,1,0,0,2,0
TPPP3,2,16,4,4,5,25,13,7
TPR,5309,3514,4684,4291,3181,2675,5477,2943
TPRA1,347,316,347,238,1095,2416,1681,978
TPRG1,58,43,63,35,47,20,74,30
TPRG1-AS1,4,0,1,1,1,0,5,0
TPRG1-AS2,0,0,0,0,0,0,0,0
TPRG1L,2836,3317,2677,2653,875,2269,2128,1193
TPRKB,0,0,0,0,0,0,1,0
TPRKB_1,5,0,3,4,0,0,6,0
TPRN,21,9,25,13,25,6,28,20
TPRX1,0,0,0,0,0,1,0,0
TPRX2,0,0,0,0,0,0,0,0
TPRXL,0,0,0,0,0,0,1,0
TPSAB1,0,0,0,0,1,1,4,4
TPSB2,3,0,3,0,2,1,10,0
TPSD1,0,0,1,0,3,0,6,0
TPSG1,0,0,0,0,0,0,0,0
TPST1,342,139,137,274,466,246,231,208
TPST2,321,197,265,183,189,757,518,223
TPT1,25719,25922,29704,18103,30287,26301,51046,17976
TPT1-AS1,98,137,146,93,83,90,223,64
TPTE,1,0,0,0,0,0,0,0
TPTE2,0,1,0,0,0,0,0,0
TPTE2-AS1,1,1,0,1,0,0,0,0
TPTE2P1,0,1,1,0,1,0,0,0
TPTE2P2,0,0,0,0,0,0,0,0
TPTE2P3,0,0,0,0,0,0,0,0
TPTE2P5,4,2,6,0,1,2,15,1
TPTE2P6,3,3,9,0,10,9,33,4
TPTEP1,8,12,5,56,8,14,11,33
TPTEP2,1,0,4,0,0,1,0,0
TPTEP2-CSNK1E,2,3,12,2,4,3,6,2
TPX2,5,1,3,4,38,12,28,27
TRA2A,1403,1036,952,1084,1983,1394,1910,1324
TRA2B,460,380,459,356,1071,790,1254,433
TRA-AGC10-1,0,0,0,0,0,0,0,0
TRA-AGC10-1_1,0,0,0,0,0,0,0,0
TRA-AGC1-1,0,0,0,0,0,0,0,0
TRA-AGC1-1_1,0,0,0,0,0,0,0,0
TRA-AGC1-1_2,0,0,0,0,0,0,0,0
TRA-AGC1-1_3,0,0,0,0,0,0,0,0
TRA-AGC1-1_4,0,0,0,0,0,0,0,0
TRA-AGC1-1_5,0,0,0,0,0,0,0,0
TRA-AGC1-1_6,0,0,0,0,0,0,0,0
TRA-AGC1-1_7,0,0,0,0,0,0,0,0
TRA-AGC11-1,0,0,0,0,0,0,0,0
TRA-AGC11-1_1,0,0,0,0,0,0,0,0
TRA-AGC12-1,0,0,0,0,0,0,0,0
TRA-AGC12-1_1,0,0,0,0,0,0,0,0
TRA-AGC12-3,0,0,0,0,0,0,0,0
TRA-AGC13-2,0,0,0,0,0,0,0,0
TRA-AGC14-1,0,0,0,0,0,0,0,0
TRA-AGC14-1_1,0,0,0,0,0,0,0,0
TRA-AGC14-2,0,0,0,0,0,0,0,0
TRA-AGC14-2_1,0,0,0,0,0,0,0,0
TRA-AGC15-1,0,0,0,0,0,0,0,0
TRA-AGC2-1,0,0,0,0,0,0,0,0
TRA-AGC2-1_1,0,0,0,0,0,0,0,0
TRA-AGC2-1_2,0,0,0,0,0,0,0,0
TRA-AGC2-1_3,0,0,0,0,0,0,0,0
TRA-AGC2-1_4,0,0,0,0,0,0,0,0
TRA-AGC2-1_5,0,0,0,0,0,0,0,0
TRA-AGC2-1_6,0,0,0,0,0,0,0,0
TRA-AGC2-1_7,0,0,0,0,0,0,0,0
TRA-AGC2-2,0,0,0,0,0,0,0,0
TRA-AGC2-2_1,0,0,0,0,0,0,0,0
TRA-AGC2-2_2,0,0,0,0,0,0,0,0
TRA-AGC2-2_3,0,0,0,0,0,0,0,0
TRA-AGC2-2_4,0,0,0,0,0,0,0,0
TRA-AGC2-2_5,0,0,0,0,0,0,0,0
TRA-AGC2-2_6,0,0,0,0,0,0,0,0
TRA-AGC2-2_7,0,0,0,0,0,0,0,0
TRA-AGC24-1,0,0,0,0,0,0,0,0
TRA-AGC3-1,0,0,0,0,0,0,0,0
TRA-AGC3-1_1,0,0,0,0,0,0,0,0
TRA-AGC4-1,0,0,0,0,0,0,0,0
TRA-AGC4-1_1,0,0,0,0,0,0,0,0
TRA-AGC5-1,0,0,0,0,0,0,0,0
TRA-AGC5-1_1,0,0,0,0,0,0,0,0
TRA-AGC5-1_2,0,0,0,0,0,0,0,0
TRA-AGC6-1,0,0,0,0,0,0,0,0
TRA-AGC6-1_1,0,0,0,0,0,0,0,0
TRA-AGC6-1_2,0,0,0,0,0,0,0,0
TRA-AGC6-1_3,0,0,0,0,0,0,0,0
TRA-AGC6-1_4,0,0,0,0,0,0,0,0
TRA-AGC6-1_5,0,0,0,0,0,0,0,0
TRA-AGC6-1_6,0,0,0,0,0,0,0,0
TRA-AGC6-1_7,0,0,0,0,0,0,0,0
TRA-AGC7-1,0,0,0,0,0,0,0,0
TRA-AGC7-1_1,0,0,0,0,0,0,0,0
TRA-AGC7-1_2,0,0,0,0,0,0,0,0
TRA-AGC8-1,0,0,0,0,0,0,0,0
TRA-AGC8-2,0,0,0,0,1,1,0,0
TRA-AGC9-1,0,0,0,0,0,0,0,0
TRABD,3446,5054,3840,2673,1157,1737,2844,1064
TRABD2A,72,27,118,12,63,32,216,10
TRABD2B,2,1,0,0,0,1,0,0
TRABD-AS1,68,150,101,111,44,90,110,58
TRAC,458,271,1072,308,529,340,1872,252
TRA-CGC1-1,0,0,0,0,0,0,0,0
TRA-CGC1-1_1,0,0,0,0,0,0,0,0
TRA-CGC2-1,0,0,0,0,0,0,0,0
TRA-CGC2-1_1,0,0,0,0,0,0,0,0
TRA-CGC3-1,0,0,0,0,0,0,0,0
TRA-CGC4-1,0,0,0,0,0,0,0,0
TRA-CGC4-1_1,0,0,0,0,0,0,0,0
TRA-CGC4-1_2,0,0,0,0,0,0,0,0
TRA-CGC5-1,0,0,0,0,0,0,0,0
TRADD,447,714,611,605,371,603,678,398
TRAF1,331,176,528,99,21584,8491,12700,6978
TRAF2,120,112,196,121,137,257,509,200
TRAF3,3760,2227,3067,1997,10161,9303,13387,7911
TRAF3IP1,17,17,47,9,25,6,79,13
TRAF3IP2,410,269,366,216,1767,1111,1481,982
TRAF3IP2-AS1,74,60,52,62,50,87,113,70
TRAF3IP3,4067,4805,3633,3521,2563,3681,5181,2752
TRAF4,49,35,85,17,1063,641,838,398
TRAF5,150,40,258,70,118,70,419,63
TRAF6,996,753,734,766,1069,1146,1601,1016
TRAF7,710,685,766,512,634,725,1101,565
TRAFD1,2297,2181,1832,2514,3201,1846,3571,2758
TRAIP,2,2,3,2,5,1,13,1
TRAJ1,3,0,1,0,1,1,2,0
TRAJ10,1,0,1,1,1,0,3,0
TRAJ11,0,0,0,0,0,0,0,0
TRAJ12,0,1,2,2,0,0,4,1
TRAJ13,2,0,1,0,0,0,4,0
TRAJ14,0,0,2,0,0,0,1,1
TRAJ15,0,0,1,0,0,0,1,0
TRAJ16,1,0,1,1,0,0,3,0
TRAJ17,0,0,0,0,0,0,2,1
TRAJ18,2,0,4,0,2,1,1,0
TRAJ19,1,2,1,0,1,0,1,0
TRAJ2,1,0,4,0,1,0,2,1
TRAJ20,0,0,0,0,1,0,2,0
TRAJ21,1,0,0,0,0,0,1,0
TRAJ22,0,1,0,0,0,1,2,0
TRAJ23,1,0,1,0,0,0,0,0
TRAJ24,0,0,0,0,0,0,1,0
TRAJ25,0,0,0,0,0,0,1,0
TRAJ26,0,0,1,0,0,0,0,0
TRAJ27,0,0,0,0,0,0,4,0
TRAJ28,1,0,0,1,0,0,1,0
TRAJ29,0,0,0,0,0,0,1,0
TRAJ3,3,0,3,0,1,0,2,0
TRAJ30,1,0,1,0,0,0,1,0
TRAJ31,0,0,0,1,0,3,0,0
TRAJ32,0,0,1,2,0,0,0,0
TRAJ33,0,0,0,0,0,0,1,0
TRAJ34,2,0,0,0,0,1,0,0
TRAJ35,0,0,0,0,0,0,1,0
TRAJ36,0,0,1,0,0,0,1,0
TRAJ37,1,0,0,0,0,0,3,0
TRAJ38,0,0,0,0,0,0,2,0
TRAJ39,1,0,2,0,0,0,0,0
TRAJ4,2,0,1,0,0,1,0,0
TRAJ40,1,0,0,0,0,0,1,0
TRAJ41,0,0,0,0,0,0,0,1
TRAJ42,1,0,0,0,1,1,0,1
TRAJ43,0,0,1,0,0,0,0,0
TRAJ44,0,0,0,0,0,2,0,0
TRAJ45,1,0,0,0,0,0,0,0
TRAJ46,1,0,0,0,0,2,0,0
TRAJ47,0,0,0,0,0,0,1,0
TRAJ48,0,0,0,0,0,0,1,0
TRAJ49,0,0,0,1,1,0,4,0
TRAJ5,0,0,1,1,1,0,0,0
TRAJ50,0,0,0,0,0,0,0,0
TRAJ51,0,0,0,0,0,0,0,0
TRAJ52,0,0,1,0,0,0,1,0
TRAJ53,0,0,0,0,0,0,1,0
TRAJ54,0,0,1,0,0,0,0,0
TRAJ55,0,0,0,0,0,0,0,0
TRAJ56,0,0,0,0,0,0,0,0
TRAJ57,0,0,0,0,0,0,1,0
TRAJ58,0,0,0,0,0,0,0,0
TRAJ59,0,0,0,0,0,0,0,0
TRAJ6,4,0,1,0,2,0,6,0
TRAJ60,0,0,0,0,0,0,0,0
TRAJ61,0,0,0,0,0,0,0,0
TRAJ7,0,0,1,0,1,0,1,1
TRAJ8,0,0,2,0,0,1,0,0
TRAJ9,1,0,0,0,0,0,3,0
TRAK1,1170,1457,1106,883,2914,2084,2307,1764
TRAK2,419,305,435,303,292,253,558,255
TRAM1,811,485,708,697,631,391,909,416
TRAM1L1,4,1,3,0,0,0,5,0
TRAM2,99,59,88,73,38,25,120,28
TRAM2-AS1,9,9,11,4,5,3,5,3
TRANK1,18425,11378,14192,16490,10222,7831,18218,12873
TRAP1,65,38,81,27,56,43,121,36
TRAPPC1,646,1195,754,643,406,897,976,448
TRAPPC10,1759,1333,1760,1378,1830,1431,3000,1516
TRAPPC11,759,544,651,533,500,347,664,375
TRAPPC12,194,362,329,228,61,112,240,81
TRAPPC12_1,0,2,1,0,1,3,4,0
TRAPPC12-AS1,0,0,0,0,0,0,0,0
TRAPPC12-AS1_1,0,0,0,0,0,0,0,0
TRAPPC13,113,67,94,89,81,131,188,89
TRAPPC14,1286,1352,1450,1683,479,405,917,486
TRAPPC2,185,171,182,180,194,195,295,172
TRAPPC2B,7,18,14,33,7,35,45,48
TRAPPC2L,69,55,99,47,67,85,137,37
TRAPPC3,560,668,606,567,741,1138,1243,788
TRAPPC3L,0,2,0,0,2,1,1,0
TRAPPC4,0,0,0,0,0,0,0,0
TRAPPC4_1,1,1,23,0,0,27,0,0
TRAPPC5,551,721,331,498,1140,1747,1048,1258
TRAPPC6A,12,11,38,4,24,27,43,13
TRAPPC6B,513,376,401,426,392,345,582,370
TRAPPC8,2886,1848,1993,2279,1818,2089,2791,1819
TRAPPC9,424,267,343,174,349,244,501,171
TRARG1,0,0,0,0,0,0,0,0
TRAT1,64,24,105,19,77,25,171,26
TRA-TGC1-1,0,0,0,0,0,0,0,0
TRA-TGC1-1_1,0,0,0,0,0,0,0,0
TRA-TGC1-1_2,0,0,0,0,0,0,0,0
TRA-TGC1-1_3,0,0,0,0,0,0,0,0
TRA-TGC1-1_4,0,0,0,0,0,0,0,0
TRA-TGC1-1_5,0,0,0,0,0,0,0,0
TRA-TGC1-1_6,0,0,0,0,0,0,0,0
TRA-TGC1-1_7,0,0,0,0,0,0,0,0
TRA-TGC2-1,0,0,0,0,0,0,0,0
TRA-TGC2-1_1,0,0,0,0,0,0,0,0
TRA-TGC3-1,0,0,0,0,0,0,1,0
TRA-TGC3-2,0,0,0,0,0,0,0,0
TRA-TGC4-1,0,0,0,0,0,0,0,0
TRA-TGC5-1,0,0,0,0,0,0,0,0
TRA-TGC5-1_1,0,0,0,0,0,0,0,0
TRA-TGC5-1_2,0,0,0,0,0,0,0,0
TRA-TGC5-1_3,0,0,0,0,0,0,0,0
TRA-TGC5-1_4,0,0,0,0,0,0,0,0
TRA-TGC5-1_5,0,0,0,0,0,0,0,0
TRA-TGC5-1_6,0,0,0,0,0,0,0,0
TRA-TGC5-1_7,0,0,0,0,0,0,0,0
TRA-TGC6-1,0,0,0,0,0,0,0,0
TRA-TGC6-1_1,0,0,0,0,0,0,0,0
TRA-TGC6-1_2,0,0,0,0,0,0,0,0
TRA-TGC6-1_3,0,0,0,0,0,0,0,0
TRA-TGC6-1_4,0,0,0,0,0,0,0,0
TRA-TGC6-1_5,0,0,0,0,0,0,0,0
TRA-TGC6-1_6,0,0,0,0,0,0,0,0
TRA-TGC6-1_7,0,0,0,0,0,0,0,0
TRA-TGC7-1,0,0,0,0,0,0,0,0
TRA-TGC7-1_1,0,0,0,0,0,0,0,0
TRA-TGC7-1_2,0,0,0,0,0,0,0,0
TRA-TGC7-1_3,0,0,0,0,0,0,0,0
TRA-TGC7-1_4,0,0,0,0,0,0,0,0
TRA-TGC7-1_5,0,0,0,0,0,0,0,0
TRA-TGC7-1_6,0,0,0,0,0,0,0,0
TRA-TGC7-1_7,0,0,0,0,0,0,0,0
TRAV10,2,0,10,1,2,1,8,1
TRAV11,0,0,0,0,0,0,0,0
