Geneid,RH_1,RH_2,RH_3,RH_4,LPS_1,LPS_2,LPS_3,LPS_4
AGK-DT,0,0,0,0,0,0,0,0
AGL,43,21,39,18,145,77,250,106
AGMAT,2,3,2,1,11,11,37,5
AGMO,0,2,0,0,4,3,3,14
AGO1,871,859,577,439,1086,2577,3322,1371
AGO2,3137,3233,2995,2087,8350,7162,11706,6942
AGO3,318,287,297,187,2032,865,1823,900
AGO4,1503,1425,959,805,3081,4789,6623,4005
AGPAT1,0,9,0,1,0,27,1,18
AGPAT1_1,0,0,0,0,0,0,0,0
AGPAT1_2,0,0,0,0,0,0,0,1
AGPAT1_3,0,0,0,0,0,0,0,0
AGPAT1_4,0,0,0,0,0,0,0,0
AGPAT1_5,0,0,0,0,0,0,0,0
AGPAT1_6,0,0,0,0,0,0,0,0
AGPAT2,265,406,231,230,181,470,334,226
AGPAT3,95,61,148,73,374,182,692,291
AGPAT4,35,77,88,24,125,90,300,95
AGPAT4-IT1,3,3,3,6,9,6,21,6
AGPAT5,0,0,0,0,0,0,0,0
AGPAT5_1,0,0,0,0,0,0,0,0
AGPS,47,33,41,31,117,67,199,68
AGR2,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,31,23,45,43,271,130,409,172
AGRP,0,0,0,0,1,0,0,0
AGT,0,1,0,0,0,0,0,0
AGTPBP1,595,585,396,331,1590,1990,2649,1537
AGTR1,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0
AGTRAP,365,377,535,178,5326,6761,7435,5014
AGXT,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0
AHCTF1,1208,1278,452,707,818,1484,2420,1523
AHCTF1P1,165,139,50,88,82,143,298,147
AHCY,26,28,41,16,54,35,140,37
AHCYL1,501,524,532,299,1253,1453,2173,1157
AHCYL2,31,22,27,7,71,55,126,37
AHDC1,40,28,74,26,571,601,895,459
AHI1,29,36,49,40,46,23,170,29
AHI1-DT,0,0,0,0,0,0,0,0
AHNAK,212,191,629,119,1205,940,4286,727
AHNAK2,0,0,2,0,0,1,5,0
AHR,49,26,75,24,158,95,230,74
AHRR,0,0,0,0,0,0,0,0
AHSA1,72,93,96,62,243,325,449,283
AHSA2P,300,327,297,196,785,776,1458,811
AHSG,0,0,0,0,0,0,0,0
AHSP,0,0,0,0,0,0,1,0
AICDA,1,1,2,0,6,17,15,13
AIDA,88,63,39,39,58,27,109,33
AIF1,0,0,0,0,0,0,0,0
AIF1_1,0,1,0,0,0,0,0,0
AIF1_2,14,8,0,2,41,30,1,29
AIF1_3,0,1,0,1,0,5,1,0
AIF1_4,0,0,0,0,2,8,1,0
AIF1_5,0,1,0,0,0,0,1,0
AIF1L,1,0,0,0,1,0,0,0
AIFM1,58,45,46,36,66,42,186,40
AIFM2,4,5,6,1,21,28,47,14
AIFM3,1,1,5,0,4,3,7,0
AIG1,151,150,86,70,474,353,356,326
AIM2,158,163,76,92,914,244,373,334
AIMP1,19,30,50,19,133,67,240,73
AIMP2,7,11,8,4,8,11,41,5
AIP,162,174,224,100,227,267,541,216
AIPL1,1,0,1,0,0,0,0,0
AIRE,0,0,0,0,0,0,1,0
AIRIM,12,9,20,10,41,22,89,19
AIRN,1,0,2,0,2,1,2,1
AJAP1,5,2,1,5,6,7,10,20
AJM1,6,8,7,4,5,3,34,9
AJUBA,2,4,3,0,2,2,13,3
AJUBA-DT,0,1,0,0,1,6,6,1
AK1,0,0,0,0,0,0,1,0
AK2,392,871,525,288,2330,2870,3216,2017
AK3,26,31,35,22,107,37,130,60
AK4,8,17,16,5,227,152,114,85
AK5,1,0,0,0,2,0,7,1
AK6,0,0,0,0,0,0,0,0
AK6_1,0,0,0,0,0,0,0,0
AK6_2,0,0,0,0,0,0,0,0
AK7,0,0,0,0,0,0,0,0
AK8,1,0,0,0,0,0,1,0
AK9,15,7,19,6,41,53,120,49
AKAIN1,0,0,0,0,0,0,0,0
AKAP1,24,31,52,20,54,32,157,23
AKAP10,350,354,317,253,695,870,1307,862
AKAP11,83,112,134,76,188,96,478,125
AKAP12,61,22,29,9,102,13,36,16
AKAP13,1072,823,1150,796,2282,1460,4608,1936
AKAP14,0,0,0,0,0,0,0,0
AKAP17A,0,0,0,0,0,0,0,0
AKAP17A_1,0,0,4,0,1,1,58,0
AKAP17BP,0,1,0,0,0,0,0,0
AKAP1-DT,0,0,1,0,0,2,2,0
AKAP3,0,1,2,0,0,0,3,0
AKAP4,0,0,0,0,0,0,0,0
AKAP5,20,8,50,12,12,6,116,9
AKAP6,0,0,3,1,1,1,12,0
AKAP7,1,4,6,3,11,7,32,5
AKAP8,237,346,275,180,451,529,926,467
AKAP8L,373,468,301,207,903,1280,1659,896
AKAP9,351,209,279,223,612,236,1246,395
AKIP1,6,3,5,2,19,5,22,3
AKIRIN1,858,927,802,520,4220,3615,4372,2683
AKIRIN2,306,386,415,241,1533,2978,3305,1884
AKNA,3237,4185,3822,1628,16439,17046,28020,13602
AKNAD1,0,0,0,0,0,0,0,1
AKR1A1,136,89,302,94,355,1690,1389,825
AKR1B1,23,10,56,12,73,43,289,32
AKR1B10,0,0,0,0,0,0,0,0
AKR1B15,0,0,0,0,0,0,0,0
AKR1C1,6,5,2,1,4,7,7,0
AKR1C2,0,0,0,0,1,1,3,0
AKR1C3,19,57,19,22,20,65,87,30
AKR1C4,1,0,3,0,1,6,3,4
AKR1C6P,0,0,0,0,0,0,0,0
AKR1C8,0,0,0,0,0,4,6,4
AKR1D1,0,0,0,0,0,0,0,0
AKR1E2,3,1,1,6,11,0,13,4
AKR7A2,49,86,46,39,25,18,74,17
AKR7A2P1,0,0,0,0,0,0,0,0
AKR7A2P1_1,0,0,0,0,0,0,0,0
AKR7A3,1,2,2,1,0,0,2,2
AKR7L,1,3,4,0,0,1,3,0
AKT1,1714,1795,1320,847,1968,2545,3859,1771
AKT1S1,17,34,25,18,77,105,168,84
AKT2,678,924,717,490,1192,1339,1966,1159
AKT3,0,0,0,0,1,0,0,0
AKT3_1,0,0,0,0,0,0,0,0
AKT3-IT1,0,0,0,0,0,0,0,0
AKT3-IT1_1,0,0,0,0,0,0,0,0
AKTIP,117,156,59,74,103,121,278,122
ALAD,72,53,49,33,101,84,258,112
ALAS1,221,262,173,118,362,472,834,402
ALAS2,0,2,0,0,2,0,1,0
ALB,0,0,0,0,1,0,1,0
ALCAM,279,196,108,132,1394,595,621,687
ALDH16A1,39,36,69,18,150,124,344,118
ALDH18A1,12,11,50,7,42,16,202,27
ALDH1A1,2,5,1,0,7,5,6,12
ALDH1A2,54,113,79,62,34,37,53,42
ALDH1A2-AS1,2,0,1,0,0,0,0,0
ALDH1A3,1,0,1,0,0,0,0,2
ALDH1A3-AS1,0,8,0,7,1,1,4,1
ALDH1B1,7,3,13,2,2,5,22,2
ALDH1L1,0,0,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0,0,0,0
ALDH1L2,2,0,1,0,4,2,0,2
ALDH2,47,51,28,13,660,199,233,79
ALDH3A1,0,0,0,0,0,0,0,0
ALDH3A2,25,17,25,17,24,22,122,20
ALDH3B1,107,114,92,73,151,746,564,279
ALDH3B2,0,2,0,0,0,0,0,0
ALDH4A1,8,19,7,9,15,47,26,18
ALDH5A1,2,1,12,0,19,10,50,6
ALDH6A1,26,41,37,23,25,10,48,13
ALDH7A1,0,0,0,1,1,0,1,0
ALDH8A1,2,1,6,1,9,12,25,12
ALDH9A1,148,196,151,84,577,861,1244,641
ALDOA,231,351,236,134,428,636,635,326
ALDOB,0,2,1,1,2,1,11,4
ALDOC,36,42,38,23,151,574,259,99
ALG1,6,4,16,2,18,7,55,13
ALG10,3,2,4,2,13,4,32,5
ALG10B,5,1,11,5,35,7,53,16
ALG11,9,9,13,9,38,18,47,10
ALG12,97,118,126,63,153,147,327,134
ALG13,69,67,111,43,378,188,611,213
ALG14,1,1,3,0,4,4,10,2
ALG14-AS1,0,0,0,0,0,0,0,0
ALG1L1P,0,2,0,0,1,0,5,0
ALG1L2,1,2,1,0,1,0,0,0
ALG1L9P,0,0,0,0,1,0,1,0
ALG2,58,62,54,41,404,279,522,172
ALG3,10,4,18,8,30,17,92,24
ALG5,11,17,16,1,25,13,68,12
ALG6,33,32,29,21,48,25,113,34
ALG8,9,1,10,0,20,11,70,10
ALG9,3,14,25,6,50,10,120,14
ALK,0,1,1,0,0,1,1,0
ALKAL1,0,0,0,0,0,0,0,0
ALKAL2,0,0,0,1,1,3,2,1
ALKBH1,29,35,38,24,120,94,194,103
ALKBH2,1,2,7,0,10,7,40,4
ALKBH3,7,6,20,7,38,26,79,33
ALKBH3-AS1,0,0,1,0,0,3,1,2
ALKBH4,66,114,89,21,160,269,356,79
ALKBH5,834,1128,790,640,291,393,917,276
ALKBH6,19,19,24,10,42,42,83,39
ALKBH7,23,31,38,13,39,48,114,31
ALKBH8,8,3,15,0,16,14,80,5
ALLC,1,0,1,0,0,0,0,0
ALMS1,0,0,0,0,0,0,0,0
ALMS1_1,0,0,0,0,0,0,0,0
ALMS1-IT1,0,0,0,0,0,0,0,0
ALMS1-IT1_1,0,0,0,0,0,0,0,0
ALMS1P1,0,0,0,0,0,0,0,0
ALMS1P1_1,0,0,0,0,0,0,0,0
ALOX12,67,95,150,73,408,502,652,364
ALOX12-AS1,16,8,22,12,64,85,86,43
ALOX12B,0,0,0,0,1,0,1,0
ALOX12P2,0,2,3,0,5,4,10,1
ALOX15,165,124,79,36,2162,556,973,560
ALOX15B,0,0,0,0,0,0,5,1
ALOX15P1,1,0,1,0,2,3,8,0
ALOX5,6,11,3,41,19,33,163,34
ALOX5_1,0,0,0,0,0,0,0,0
ALOX5AP,6517,8564,5684,3640,43720,44736,49893,28926
ALOXE3,0,0,0,1,0,11,0,0
ALPG,0,0,0,0,0,0,0,0
ALPI,0,0,0,0,0,0,0,0
ALPK1,337,303,292,266,3701,2167,4501,3291
ALPK2,0,1,1,2,4,6,10,1
ALPK3,17,28,15,8,12,20,47,15
ALPL,1064,3751,943,930,1903,9092,3156,2802
ALPP,0,0,0,0,0,0,0,0
ALS2,206,182,169,148,209,181,272,137
ALS2CL,7,10,7,0,14,32,72,6
ALX1,0,0,0,0,0,0,0,0
ALX3,8,5,14,11,59,64,117,52
ALX4,0,0,0,0,1,0,0,3
ALYREF,224,460,339,184,311,470,498,263
AMACR,8,12,1,4,1,7,7,4
AMBN,0,0,0,0,0,0,1,0
AMBP,0,0,0,0,0,0,0,0
AMBRA1,104,106,216,99,645,474,1197,478
AMD1,1074,1089,668,592,1971,1347,2580,1932
AMDHD1,0,1,3,1,3,2,2,4
AMDHD2,566,714,1400,914,286,2524,1460,803
AMELX,0,0,0,0,0,0,0,0
AMELY,0,0,0,0,0,0,0,0
AMER1,9,3,12,1,16,4,69,10
AMER2,1,0,0,0,1,0,1,0
AMER3,0,0,0,0,0,0,0,0
AMFR,438,551,366,343,208,198,546,240
AMH,0,1,0,0,0,2,6,3
AMHR2,0,0,1,0,1,2,0,0
AMIGO1,13,7,20,2,21,27,127,18
AMIGO2,19,7,14,7,57,34,103,35
AMIGO3,22,27,26,20,61,34,98,39
AMMECR1,15,7,14,4,34,27,96,29
AMMECR1L,279,405,294,247,414,519,697,400
AMN,4,2,3,0,32,38,50,18
AMN1,57,62,50,53,245,403,364,288
AMOT,0,0,8,0,7,3,13,4
AMOTL1,1,2,4,0,1,2,34,1
AMOTL2,0,1,0,0,0,0,0,0
AMPD1,0,0,1,0,0,2,1,0
AMPD2,9683,10495,5554,3467,16772,22554,22739,13377
AMPD3,1177,785,785,440,16718,17034,14849,13591
AMPH,2,2,0,0,2,0,8,3
AMT,5,5,6,4,31,35,96,18
AMTN,0,0,0,0,0,0,0,0
AMY1A,0,0,0,0,0,0,0,0
AMY1B,1,0,2,0,0,3,0,1
AMY1C,0,1,0,0,0,0,0,0
AMY2A,0,0,0,0,0,0,4,0
AMY2B,59,85,57,50,194,306,425,204
AMZ1,3,3,7,2,26,24,82,25
AMZ2,105,122,171,89,270,824,1334,488
AMZ2P1,157,125,173,158,118,208,389,246
ANAPC1,16,6,35,5,51,14,166,12
ANAPC10,9,15,18,11,21,16,29,13
ANAPC11,150,231,160,112,94,137,200,69
ANAPC13,217,278,112,143,116,707,504,426
ANAPC15,19,28,18,13,14,35,47,16
ANAPC16,358,337,416,201,2269,2381,3037,2016
ANAPC1P1,1,0,0,0,3,3,10,2
ANAPC1P2,55,54,36,32,55,104,201,131
ANAPC1P4,0,0,0,0,0,0,1,32
ANAPC1P6,0,0,0,0,0,0,0,0
ANAPC2,145,183,244,119,346,271,656,256
ANAPC4,126,151,129,75,188,191,394,153
ANAPC5,182,139,303,130,1530,1040,1954,769
ANAPC7,70,116,113,86,237,322,514,291
ANG,2,1,1,0,1,1,0,0
ANGEL1,30,18,51,20,75,75,279,84
ANGEL2,91,74,81,54,223,250,455,222
ANGPT1,9,6,3,4,8,11,8,12
ANGPT2,0,0,0,0,2,0,0,0
ANGPT4,4,1,0,0,36,37,101,32
ANGPTL1,1,0,0,0,1,2,2,0
ANGPTL2,1,0,0,1,0,1,0,2
ANGPTL3,0,0,0,0,0,0,1,0
ANGPTL4,2,1,0,3,1,3,4,2
ANGPTL5,0,0,1,0,0,0,0,0
ANGPTL6,2,1,6,2,9,3,27,3
ANGPTL7,1,0,0,0,1,0,1,0
ANGPTL8,0,0,0,0,1,1,0,1
ANHX,0,0,0,0,0,0,0,0
ANK1,10,6,22,3,21,15,116,10
ANK2,0,1,0,0,0,0,2,0
ANK2-AS1,0,0,0,0,0,0,0,0
ANK3,17,2,16,1,56,18,107,8
ANK3-DT,0,0,0,0,1,0,2,0
ANKAR,1,5,2,1,12,4,22,12
ANKDD1A,169,84,161,124,1824,1218,2219,1706
ANKDD1B,0,0,0,0,2,0,2,1
ANKEF1,3,2,7,2,12,3,53,2
ANKFN1,0,0,0,0,0,0,0,0
ANKFY1,485,433,436,310,1109,650,1972,869
ANKH,139,109,219,70,426,183,992,221
ANKHD1,54,78,78,43,280,182,222,156
ANKHD1-DT,7,9,10,7,3,8,17,3
ANKHD1-EIF4EBP3,4,7,7,2,25,26,21,17
ANKIB1,110,66,133,46,214,103,436,99
ANKK1,2,2,2,0,2,3,12,3
ANKLE1,9,4,25,4,251,111,271,118
ANKLE2,1198,1556,1173,863,2326,3828,2270,2406
ANKMY1,42,75,75,20,128,215,365,135
ANKMY2,133,208,92,114,52,48,126,36
ANKRA2,107,87,71,58,374,335,546,391
ANKRD1,0,0,0,0,3,0,2,0
ANKRD10,821,508,623,407,976,1807,1951,1147
ANKRD11,1451,1707,1470,1094,2488,2518,5218,2389
ANKRD12,1385,946,2093,833,11799,6225,12342,5946
ANKRD13A,1854,2227,1727,1063,12111,9587,13344,9020
ANKRD13B,0,1,0,0,2,0,6,1
ANKRD13C,32,18,31,21,81,34,188,56
ANKRD13C-DT,2,0,0,1,0,1,5,0
ANKRD13D,1373,1751,1024,783,2650,5953,6123,3394
ANKRD16,5,7,8,3,9,8,20,4
ANKRD17,725,782,791,562,1473,1082,2148,1063
ANKRD17-DT,3,1,4,0,1,1,2,2
ANKRD18A,4,1,1,3,26,4,17,2
ANKRD18B,0,0,0,0,0,0,0,0
ANKRD18CP,0,0,3,0,0,0,3,0
ANKRD18DP,0,1,0,0,1,0,0,0
ANKRD18DP_1,0,0,0,0,2,0,0,0
ANKRD19P,1,9,3,3,19,9,32,7
ANKRD2,0,1,0,0,0,2,3,0
ANKRD20A1,0,0,0,0,0,0,0,0
ANKRD20A11P,0,0,0,0,0,0,1,0
ANKRD20A12P,0,0,0,0,0,0,0,0
ANKRD20A12P_1,0,0,0,0,0,0,0,0
ANKRD20A19P,0,0,0,0,0,0,0,0
ANKRD20A21P,0,0,0,0,0,0,0,0
ANKRD20A2P,0,0,0,0,0,0,0,0
ANKRD20A3P,0,0,0,0,0,0,0,0
ANKRD20A4-ANKRD20A20P,0,0,0,0,0,1,4,3
ANKRD20A5P,1,0,2,1,6,0,9,4
ANKRD20A8P,0,0,0,0,0,0,0,0
ANKRD20A9P,0,0,0,0,0,0,0,0
ANKRD20A9P_1,0,0,0,0,0,0,0,0
ANKRD22,79,70,20,12,244,27,51,94
ANKRD23,12,21,22,13,20,18,47,15
ANKRD24,3,3,0,0,8,5,9,6
ANKRD26,4,3,31,2,83,16,128,17
ANKRD26P1,0,1,1,0,0,0,1,0
ANKRD26P3,0,0,0,0,0,0,0,0
ANKRD27,77,112,128,79,220,197,375,159
ANKRD28,42,39,50,44,150,467,315,109
ANKRD29,0,0,0,0,0,0,0,0
ANKRD30A,0,0,0,0,0,0,0,0
ANKRD30B,0,0,0,0,0,0,0,0
ANKRD30BL,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0,0,0
ANKRD31,0,2,1,1,4,0,5,0
ANKRD33,1,2,5,6,2,91,52,18
ANKRD33B,629,646,1013,357,7622,4088,5336,4035
ANKRD34A,3,0,2,4,8,4,15,5
ANKRD34B,18,15,7,8,6,13,9,8
ANKRD34C,0,0,0,0,0,0,0,0
ANKRD34C-AS1,0,0,0,0,0,0,0,0
ANKRD35,0,0,0,0,0,0,0,0
ANKRD36,0,0,0,0,1,0,4,0
ANKRD36_1,1,0,3,0,2,0,6,1
ANKRD36B,1,0,0,0,0,0,1,0
ANKRD36B_1,0,0,2,0,0,0,5,0
ANKRD36BP1,0,0,0,0,0,0,0,0
ANKRD36BP2,1,0,1,0,0,1,3,1
ANKRD36C,7,7,9,10,23,2,40,7
ANKRD37,5,2,3,4,1,0,1,0
ANKRD39,24,26,21,17,14,9,33,7
ANKRD40,65,55,51,32,132,121,266,76
ANKRD40CL,0,0,0,2,0,0,0,0
ANKRD42,18,32,22,17,144,132,189,63
ANKRD42-DT,4,8,3,4,36,17,44,20
ANKRD44,1604,861,773,415,1904,1307,2621,1104
ANKRD44-AS1,0,0,2,0,0,2,0,0
ANKRD44-DT,3,1,1,2,7,2,7,5
ANKRD44-IT1,3,3,2,3,12,12,13,11
ANKRD45,1,1,0,0,0,1,0,0
ANKRD46,7,8,17,5,38,18,85,20
ANKRD49,121,102,85,57,471,399,598,387
ANKRD50,37,31,39,27,112,76,150,86
ANKRD52,392,508,412,313,293,262,933,260
ANKRD53,0,1,3,3,2,4,2,4
ANKRD54,37,103,63,33,42,66,111,80
ANKRD55,6,3,1,1,8,9,15,5
ANKRD6,38,43,48,25,89,59,135,60
ANKRD60,0,0,0,0,2,1,0,1
ANKRD61,4,5,4,3,5,5,3,3
ANKRD62,0,0,0,0,0,0,1,2
ANKRD62P1-PARP4P3,0,0,0,0,0,0,1,0
ANKRD63,1,2,0,0,1,3,1,0
ANKRD65,0,0,0,0,0,0,0,0
ANKRD65-AS1,0,0,0,0,0,0,0,0
ANKRD66,0,0,0,1,5,5,5,3
ANKRD7,0,0,0,0,0,0,0,0
ANKRD9,200,314,198,150,17,27,42,15
ANKS1A,233,296,228,159,397,361,555,273
ANKS1B,1,0,0,1,0,0,1,1
ANKS3,9,18,26,11,17,13,72,11
ANKS4B,0,0,0,0,0,0,0,0
ANKS4B_1,0,0,0,0,0,0,0,0
ANKS6,8,5,22,1,27,18,70,5
ANKUB1,0,3,2,3,1,8,14,13
ANKZF1,486,544,293,234,296,538,1038,346
ANLN,2,0,2,0,3,2,6,1
ANO1,0,0,0,0,0,0,0,0
ANO10,101,116,65,49,92,144,186,65
ANO2,1,0,0,0,1,0,1,0
ANO3,0,0,0,0,0,0,0,0
ANO3-AS1,0,0,0,0,0,0,0,0
ANO4,0,0,1,0,0,0,0,0
ANO4_1,0,0,0,0,0,0,0,0
ANO5,0,0,0,0,2,0,2,2
ANO6,51,25,40,25,173,88,243,57
ANO7,0,5,3,4,4,2,8,5
ANO7L1,0,0,0,0,0,0,0,0
ANO7L1_1,0,0,0,0,0,0,0,0
ANO8,9,11,20,1,18,10,70,3
ANO9,18,9,51,4,69,50,246,23
ANOS1,8,3,2,0,25,15,7,17
ANP32A,1282,1225,1280,702,28355,23921,24960,18080
ANP32A-IT1,13,8,17,9,406,141,384,266
ANP32AP1,9,5,4,10,108,108,90,78
ANP32B,1298,1874,1050,1112,368,488,831,377
ANP32D,5,1,2,1,41,45,44,37
ANP32E,125,92,218,46,1881,1177,2053,997
ANPEP,18903,29596,11911,10916,39082,78564,45726,39568
ANTKMT,10,6,13,4,18,15,35,13
ANTXR1,1,0,1,0,0,3,1,0
ANTXR2,1769,3482,1456,1294,2244,9406,4945,3649
ANTXRL,0,0,0,0,0,0,2,0
ANTXRLP1,4,2,8,0,9,3,29,0
ANXA1,293,839,401,381,674,997,1474,725
ANXA10,0,0,1,0,2,1,0,0
ANXA11,2843,3945,1893,2163,1871,4431,5083,3562
ANXA13,0,0,0,0,0,0,0,0
ANXA2,70,59,136,44,433,259,594,127
ANXA2P1,2,0,3,0,9,6,17,1
ANXA2P2,8,5,6,2,24,13,30,3
ANXA2P3,0,0,0,0,1,0,2,0
ANXA2R,39,17,37,13,61,28,155,30
ANXA2R-AS1,51,32,20,31,51,20,63,41
ANXA2R-OT1,35,51,22,8,20,27,61,29
ANXA3,151,312,103,144,157,274,117,134
ANXA4,30,25,17,10,104,183,115,79
ANXA5,402,654,797,399,3968,6296,6013,3684
ANXA6,94,85,115,42,882,686,1273,351
ANXA7,725,782,1022,394,8731,8046,10250,6774
ANXA8,0,0,0,0,0,0,0,0
ANXA8_1,0,0,0,0,0,0,0,0
ANXA8L1,0,0,0,0,0,1,0,0
ANXA9,42,66,33,40,58,156,152,108
AOAH,287,346,357,165,3406,4285,4284,2562
AOAH-IT1,0,3,0,0,44,63,37,27
AOC1,37,34,6,15,440,428,29,28
AOC2,56,115,55,48,103,348,401,228
AOC3,52,113,47,22,101,357,355,154
AOC4P,0,2,2,2,4,7,7,3
AOPEP,11,16,24,16,31,41,70,36
AOX1,0,0,0,0,0,0,1,0
AOX3P-AOX2P,0,0,0,0,0,0,0,0
AP1AR,21,24,115,42,568,274,396,246
AP1AR-DT,0,1,4,0,3,1,5,0
AP1B1,164,182,287,160,1097,911,1896,946
AP1B1P1,0,0,0,0,0,0,0,0
AP1G1,1222,1184,1162,810,5895,4140,6325,3692
AP1G2,117,96,132,62,287,277,626,250
AP1G2-AS1,20,21,15,6,46,41,129,48
AP1M1,326,654,380,258,342,897,986,431
AP1M2,8,27,4,2,2,16,14,3
AP1S1,11,8,15,11,8,25,41,16
AP1S2,273,205,381,153,1333,606,909,424
AP1S3,7,8,61,5,275,224,346,224
AP2A1,568,665,463,348,914,741,1150,595
AP2A2,9,4,10,6,6,14,28,11
AP2A2_1,4,11,0,5,3,15,0,4
AP2A2_2,1,6,1,1,5,7,6,0
AP2B1,696,951,786,677,1939,1304,2533,1257
AP2M1,643,1075,627,399,824,1709,1758,773
AP2S1,66,86,80,39,140,279,291,128
AP3B1,265,305,267,142,677,618,878,432
AP3B2,0,5,1,0,2,3,1,0
AP3D1,464,731,855,456,1780,3233,3500,1930
AP3M1,145,155,116,93,315,471,699,349
AP3M2,277,284,305,266,252,122,419,174
AP3S1,82,140,76,61,152,193,180,87
AP3S2,7,8,8,4,22,28,52,28
AP4B1,158,190,111,100,71,64,218,89
AP4B1-AS1,14,13,16,4,7,6,32,11
AP4E1,74,26,58,35,557,127,413,215
AP4M1,256,271,340,148,95,102,192,48
AP4S1,22,11,35,11,64,35,92,32
AP5B1,1071,1256,1142,758,3224,3411,5764,2485
AP5M1,100,101,75,60,564,459,690,434
AP5S1,29,31,30,21,62,35,124,38
AP5Z1,804,1044,1582,704,3810,4122,4639,2378
APAF1,590,518,323,353,2170,1289,1969,1600
APBA1,0,0,0,0,0,1,1,0
APBA1_1,0,0,0,0,0,0,0,0
APBA2,0,0,0,0,1,0,0,0
APBA2_1,0,0,0,0,0,0,0,0
APBA2_2,0,0,0,0,0,0,0,0
APBA3,149,143,440,102,1407,1632,1964,1167
APBB1,21,28,90,3,124,114,364,33
APBB1IP,1035,1207,522,744,1190,1922,1811,1763
APBB2,10,6,6,9,7,5,16,9
APBB3,309,499,354,317,426,1142,1229,670
APC,521,451,446,250,1637,1442,2660,1471
APC2,18,33,36,26,76,92,149,72
APCDD1,0,0,0,0,0,0,0,1
APCDD1L,0,0,0,0,1,2,1,0
APCDD1L-DT,0,0,0,0,0,1,1,0
APCS,0,0,1,0,0,0,0,0
APEH,127,180,111,73,196,303,520,207
APELA,0,0,0,0,0,0,0,0
APEX1,3,0,0,0,0,0,1,0
APEX1_1,0,0,0,0,0,0,0,0
APEX2,51,61,71,32,132,114,270,94
APH1A,375,442,448,222,2078,2388,2885,1790
APH1B,113,81,67,34,414,441,573,218
API5,173,134,206,114,441,266,877,393
APIP,24,24,29,13,59,38,82,33
APLF,1,1,12,1,126,98,111,48
APLN,2,0,1,0,1,0,0,0
APLNR,0,0,0,0,0,0,0,0
APLP1,2,0,0,0,25,8,45,17
APLP2,3470,5613,3359,2345,21877,23719,20919,14971
APMAP,654,952,586,429,4024,5241,5042,4337
APOA1,0,1,0,0,0,1,1,2
APOA1-AS,2,4,6,1,43,6,19,16
APOA2,1,0,7,2,43,12,34,12
APOA4,0,0,0,0,0,0,0,0
APOA5,0,0,0,0,0,0,0,0
APOB,0,0,0,0,0,0,0,0
APOB_1,0,0,0,0,0,0,0,0
APOBEC1,0,0,0,0,0,0,0,0
APOBEC2,1,1,1,2,4,1,12,4
APOBEC3A,351,2,590,250,1148,2,2432,762
APOBEC3A_B,267,278,193,137,719,541,815,472
APOBEC3B,2,0,3,2,28,1,163,59
APOBEC3B-AS1,0,0,0,0,0,0,0,0
APOBEC3C,66,52,93,46,242,111,771,215
APOBEC3D,17,18,37,14,92,34,196,87
APOBEC3F,38,29,46,24,207,102,391,162
APOBEC3G,80,73,183,63,489,188,1288,427
APOBEC3H,2,2,5,5,11,2,37,15
APOBEC4,1,0,0,1,1,2,2,2
APOBR,3759,6355,2938,2755,26840,38946,36426,29485
APOC1,0,1,0,0,0,0,0,0
APOC1P1,0,0,0,0,0,0,0,0
APOC2,0,0,0,0,0,0,0,0
APOC3,0,0,0,0,0,0,0,0
APOC4,0,0,0,0,0,0,0,0
APOC4-APOC2,0,0,0,0,0,0,0,0
APOD,3,1,1,0,0,0,0,0
APOE,0,0,0,0,0,0,1,0
APOF,0,0,0,0,0,0,0,0
APOH,0,1,0,0,0,0,0,0
APOL1,290,265,244,308,738,434,860,974
APOL2,730,777,535,594,2974,3246,3610,3680
APOL3,34,21,123,21,460,160,1209,404
APOL4,2,0,2,0,7,8,4,1
APOL5,0,0,0,0,0,0,0,0
APOL5_1,0,0,0,0,0,0,0,0
APOL6,451,242,493,401,3562,430,1954,2053
APOLD1,10,9,15,6,23,23,28,12
APOM,0,0,0,0,0,0,0,0
APOM_1,0,0,0,0,0,0,0,0
APOM_2,0,0,0,0,0,0,0,0
APOM_3,0,0,0,0,0,0,0,0
APOM_4,0,0,0,0,0,0,0,0
APOM_5,0,0,0,0,0,0,0,0
APOM_6,0,0,0,0,0,0,0,0
APOO,22,34,15,22,58,22,60,33
APOOL,3,2,11,3,14,5,49,8
APOOP5,0,0,0,0,1,0,0,1
APP,103,108,77,66,279,256,375,194
APPAT,0,0,0,0,0,0,0,0
APPAT_1,0,0,0,0,0,0,0,0
APPBP2,192,182,171,117,967,806,1210,702
APP-DT,0,0,0,0,0,0,0,0
APPL1,76,72,83,39,84,28,245,79
APPL2,631,594,285,285,1094,1387,2035,1138
APRG1,8,2,2,0,15,15,33,11
APRG1_1,0,0,0,0,0,0,0,0
APRT,50,78,103,33,138,154,319,55
APTR,38,33,19,20,31,57,65,71
APTX,60,93,63,47,116,100,182,77
