"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexp"
"ACOT12",2.72673671338067,0.222254987824352,0.939940516783644,0.236456439376483,0.813078505267486,0.901246450903855,"insignificant"
"ACOT13",275.945930531398,0.46216408596611,0.401320285435665,1.15160908316507,0.249481747195248,0.438557152510835,"insignificant"
"ACOT2",11.3262577060359,0.34664873401297,0.56774212249658,0.610574273560367,0.541481458542968,0.719579181647085,"insignificant"
"ACOT7",5.52001815734995,1.13501775513526,0.851577143333789,1.3328419674251,0.182583670173606,0.351407148315724,"insignificant"
"ACOT8",54.2630518799429,0.24319594897294,0.308522677193537,0.788259557401618,0.430544898538684,0.625353119446164,"insignificant"
"ACOT9",2050.19560566993,-0.236940642535093,0.340089259331733,-0.696701339526794,0.485989720330313,0.672915532954453,"insignificant"
"ACOX1",2224.81386366077,1.63411387171964,0.278663218403278,5.86411755768489,4.51527507407101e-09,6.21141307078427e-08,"up"
"ACOX3",213.485690475409,-1.41848546156206,0.386146968882969,-3.67343414779455,0.000239312371852999,0.00132507988078605,"down"
"ACOXL",8.30213810670153,-0.981128332295691,0.649575949915571,-1.51041357430677,0.130937927064919,0.275737564193318,"insignificant"
"ACP1",99.3174113812766,-1.33032648599692,0.311294813018447,-4.27352602858207,1.92405812159484e-05,0.000135125150687074,"down"
"ACP2",86.9137120264142,-0.509690689521448,0.274179735469349,-1.85896557471304,0.063032018121535,0.156830146695961,"insignificant"
"ACP3",117.321727498992,0.0896040937257697,0.304241178319065,0.29451665359973,0.768363139700168,0.873636152298045,"insignificant"
"ACP5",156.075208664003,0.543727886892101,0.339196529775112,1.60298776421031,0.108937355517615,0.239953674066412,"insignificant"
"ACP6",195.335979147616,-0.554612723541969,0.433018109190392,-1.28080722669756,0.200261385076883,0.375347607539038,"insignificant"
"ACRBP",40.4140230125973,1.44076977906135,0.45898660527667,3.1390235847795,0.00169511804074786,0.00755902960051926,"up"
"ACSF2",14.1636196709292,0.381795251137721,0.452981739871953,0.842849098609682,0.399312844378848,0.597512476737505,"insignificant"
"ACSF3",53.7294525605768,-0.223731625823611,0.409586413316938,-0.546237908654669,0.584902411129357,0.75201044401744,"insignificant"
"ACSL1",29030.2722829227,1.20184666083644,0.371776171869256,3.23271568157171,0.00122619534364341,0.0056680403638666,"up"
"ACSL3",425.540351836221,-2.05294798528923,0.391849198815095,-5.23912768355047,1.61337387465644e-07,1.71134846361775e-06,"down"
"ACSL4",1224.87575999841,0.254643638421622,0.448063519064118,0.568320400093056,0.569817429373027,0.741610843240852,"insignificant"
"ACSL5",2332.39271044238,2.71008058757831,0.388020799132964,6.98436937822409,2.86138321415423e-12,6.49307428478752e-11,"up"
"ACSL6",9.78241241969762,0.813017893673907,0.891390660349342,0.912078093072324,0.36172760957473,0.561719494860378,"insignificant"
"ACSM1",3.52216798471335,1.50051315937435,0.979763605033114,1.53150530563302,0.125644556163478,0.267428847639387,"insignificant"
"ACSM3",28.0437911927358,0.477373343096782,0.512947235035517,0.930648048163722,0.352035651478474,0.552357113740069,"insignificant"
"ACSS1",131.215657065507,0.46619839300361,0.344861077240177,1.35184404321433,0.176425211292604,0.342837339272267,"insignificant"
"ACSS2",1089.06120272051,-3.63953632653611,0.296262420305487,-12.2848396458223,1.09261454038445e-34,2.19601332818049e-32,"down"
"ACTA1",18.2334200218385,-5.70698504048592,0.792736959543502,-7.19909040669971,6.06155523160465e-13,1.4890258534018e-11,"down"
"ACTA2",16.7897277242229,1.47238407005962,0.550623307083935,2.67403150414622,0.00749454106304205,0.0272330400309084,"up"
"ACTB",78923.6818270381,-0.0565684606889133,0.441092258745813,-0.128246323909103,0.897954041535283,0.949614900494311,"insignificant"
"ACTG1",5.40541218797529,-1.14164985651399,0.736144205658209,-1.55085083566365,0.120937434753519,0.259767902879314,"insignificant"
"ACTG1_1",2.42300688863924,-0.223937908604548,0.981248346818614,-0.228217361415788,0.81947726508867,0.905356236044564,"insignificant"
"ACTG1P20",63.2416791486612,-0.473226760362086,0.304074020984172,-1.55628803417809,0.119639615519869,0.257380131002499,"insignificant"
"ACTG1P25",4.60715005758147,-1.56555400521258,0.808002907790734,-1.93755986533906,0.0526769429985563,0.135577643413547,"insignificant"
"ACTG1P4",7.33763678367199,0.449849363673746,0.64386230334306,0.698673243235454,0.484756259117546,0.671923755878248,"insignificant"
"ACTL10",5.00485462466634,-0.0570648695221699,0.734638764099639,-0.0776774549762667,0.938084628231214,0.971240657695516,"insignificant"
"ACTL6A",55.1606143225673,-0.832183343963129,0.375181396714089,-2.21808264282705,0.0265491980599823,0.0780093770982125,"insignificant"
"ACTMAP",43.1839794159839,0.372186674771755,0.356415086147934,1.04425062023686,0.296369452438451,0.492760383104583,"insignificant"
"ACTN1",6025.77170642528,-2.4124655662738,0.357150852942983,-6.75475235854731,1.43079426445928e-11,2.92000744002927e-10,"down"
"ACTR10",380.683962856087,0.287779210629678,0.238035857496665,1.20897420101385,0.226672757108148,0.41019499403715,"insignificant"
"ACTR1A",1275.64625745162,1.13171800106228,0.218119099780039,5.18853233028909,2.11957966520518e-07,2.19415484272343e-06,"up"
"ACTR2",5572.96762894727,0.943044413579939,0.265791054649431,3.54806678811589,0.000388069803931814,0.0020406959856095,"up"
"ACTR3",6443.10540289599,0.857562928700762,0.251342252695436,3.41193300968745,0.000645039632338988,0.00319751228381748,"up"
"ACTR3-AS1",6.46026078601903,0.822188047507208,0.651542629196245,1.26190982855792,0.206981234945372,0.383851598803425,"insignificant"
"ACTR3B",12.6000928933614,-0.597416693699391,0.521724247305929,-1.14508132751031,0.252175469637346,0.441728077884274,"insignificant"
"ACTR3C",11.8233054846693,1.62064332642195,0.649012280731919,2.49709192651066,0.0125216491660801,0.0418542208410918,"up"
"ACTR5",34.445801119005,-0.399154836776358,0.417589662733207,-0.955854209042939,0.339145896271742,0.539136830427634,"insignificant"
"ACTR6",32.7433757255887,0.748400366003335,0.413957397149782,1.80791639708891,0.0706195133430144,0.170979555562899,"insignificant"
"ACTR8",192.185705308983,-1.38471402165033,0.253776857204737,-5.45642355612117,4.85820284628677e-08,5.66582873015328e-07,"down"
"ACVR1",52.5702999185114,-1.17515014623654,0.437618450283664,-2.68533044133492,0.00724581294290565,0.0264560440643973,"down"
"ACVR1B",495.473872992462,0.857087735851466,0.238892343251896,3.58775724740464,0.000333534599634828,0.00178423140820899,"up"
"ACVR1C",4.76636494779032,0.246146455686607,0.888036168486413,0.277180664956636,0.781641385333146,0.881720913500274,"insignificant"
"ACVR2A",17.1151920387298,0.983742811731994,0.585144361316308,1.68119677256912,0.0927247002043786,0.211809219241766,"insignificant"
"ACVR2B",17.4201458043255,-0.289116987436084,0.574432125172331,-0.503309224478608,0.614746881969805,0.772809381173228,"insignificant"
"ACYP1",9.32248129806133,-1.97805038080271,0.567752860101785,-3.48399897174994,0.000493981385734057,0.0025255553107434,"down"
"ACYP2",9.50578846800181,0.553135348873775,0.543183079871072,1.01832212631709,0.308524896623467,0.506119493337373,"insignificant"
"ADA",220.096037377517,2.98048680239258,0.523740137433266,5.69077408693418,1.26464735797603e-08,1.6350611956589e-07,"up"
"ADA2",72.347982582414,0.293852974026475,0.295309961604663,0.995066243040802,0.31970404737218,0.517546008068187,"insignificant"
"ADAL",6.62950037543398,0.453063968423089,0.688210386730208,0.65832189859218,0.510331309408491,0.694232293573107,"insignificant"
"ADAM10",1604.71101862006,0.529504241674676,0.426390186846598,1.24183027191753,0.214299191127418,0.393976512459957,"insignificant"
"ADAM11",3.14208482634396,1.06626764441421,0.923022728092187,1.15519110414334,0.248012176820294,0.436659436686106,"insignificant"
"ADAM12",4.1852345810221,0.789709973717303,1.12505471673459,0.701930281230581,0.482722643431358,0.670075551534314,"insignificant"
"ADAM15",5.87071935143055,-0.777995077281692,0.79850487619062,-0.97431474807421,0.329900284127289,0.528687666682605,"insignificant"
"ADAM17",1492.68013637061,1.63693248526503,0.271268976565921,6.03435197783203,1.5960184945506e-09,2.37043975255903e-08,"up"
"ADAM19",321.705520295357,-0.0415118912653873,0.245348269787514,-0.169195777501667,0.865642650975425,0.933632006864289,"insignificant"
