Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
OXLD1,62,70,55,51,26,48,61,26
OXNAD1,124,70,127,32,113,90,154,52
OXR1,126,74,53,54,138,94,81,63
OXR1-AS1,2,0,1,0,0,1,1,0
OXSM,17,10,13,5,9,20,20,18
OXSR1,3128,3684,1936,2126,1802,2704,2254,1949
OXT,0,1,2,0,0,0,0,0
OXTR,3,0,1,3,0,1,1,2
P2RX1,487,574,267,212,846,1161,435,300
P2RX2,0,1,1,0,0,0,0,0
P2RX3,0,0,0,0,0,0,0,0
P2RX4,758,458,358,303,102,60,148,66
P2RX5,11,6,16,8,2,3,16,7
P2RX5-TAX1BP3,6,3,5,4,1,6,2,5
P2RX6,0,0,0,0,1,0,1,0
P2RX6P,0,0,0,0,0,0,0,0
P2RX7,123,34,29,47,4,5,14,10
P2RY1,8,2,2,0,14,2,2,0
P2RY10,327,255,253,155,278,259,291,170
P2RY11,0,0,0,0,0,0,0,0
P2RY12,0,0,0,0,1,0,0,0
P2RY13,380,260,310,197,714,828,599,418
P2RY14,55,57,54,44,91,80,51,63
P2RY2,517,439,227,193,170,322,223,106
P2RY4,0,0,0,0,0,0,0,0
P2RY6,14,24,12,9,5,8,14,2
P2RY8,0,0,1,0,0,0,0,0
P2RY8_1,3,0,0,0,0,1,1,0
P3H1,121,116,76,41,105,104,101,59
P3H2,1,1,0,2,0,0,0,0
P3H2-AS1,0,0,0,0,0,0,0,0
P3H3,4,6,6,0,2,7,4,3
P3H4,1,0,5,1,3,1,4,0
P3R3URF,0,0,0,0,0,0,0,0
P3R3URF-PIK3R3,0,0,0,0,0,0,0,0
P4HA1,585,370,333,274,288,179,335,172
P4HA2,6,2,4,6,6,4,2,2
P4HA2-AS1,0,0,0,0,0,0,0,0
P4HA3,1,2,1,0,2,0,1,0
P4HA3-AS1,0,0,1,0,0,0,0,0
P4HB,4243,4767,2727,2244,1500,2585,2092,1421
P4HTM,28,33,32,8,25,46,37,9
PA2G4,189,168,128,81,118,178,169,96
PA2G4P4,8,3,5,4,1,4,6,3
PAAF1,13,7,12,1,3,5,10,3
PABIR1,47,41,48,17,50,55,59,23
PABIR2,153,87,80,55,89,97,90,59
PABIR3,78,38,37,37,62,38,29,43
PABPC1,11077,9108,7085,5210,6133,6200,7062,3518
PABPC1L,208,208,153,84,178,159,219,68
PABPC1L2A,0,0,2,2,1,1,0,0
PABPC1L2B,1,0,1,0,3,2,0,2
PABPC1L2B-AS1,0,0,0,0,0,0,0,0
PABPC1P2,0,2,1,2,1,4,1,0
PABPC3,39,43,22,15,20,20,23,9
PABPC4,291,222,248,116,180,129,219,88
PABPC4-AS1,1,1,0,0,0,0,1,2
PABPC4L,0,0,0,0,1,1,1,2
PABPC5,0,0,0,0,0,0,0,0
PABPC5-AS1,0,0,0,0,0,0,0,0
PABPN1,123,141,91,83,79,110,96,48
PABPN1L,10,12,5,7,6,2,8,3
PACC1,9,1,6,1,4,3,13,4
PACERR,10,4,4,4,5,3,1,2
PACRG,0,0,0,0,0,0,0,0
PACRG-AS1,0,0,0,0,0,0,0,0
PACRG-AS2,0,0,0,0,0,0,0,0
PACRG-AS3,0,0,0,0,0,0,0,0
PACRGL,6,3,14,5,3,4,8,8
PACS1,298,506,315,192,530,521,448,229
PACS2,30,31,49,20,27,28,79,32
PACSIN1,1,1,8,0,3,0,4,0
PACSIN2,6854,7367,4095,4029,3141,4227,3493,2519
PACSIN3,4,1,2,1,2,3,1,2
PADI1,0,0,0,0,0,0,0,0
PADI1_1,0,0,0,0,0,0,0,0
PADI2,0,7,9,1,9,3,0,24
PADI2_1,0,0,0,0,0,0,0,0
PADI3,0,0,0,0,0,0,0,0
PADI3_1,0,0,0,0,0,0,0,0
PADI4,4,2,2,1,25,33,1,3
PADI4_1,0,0,0,0,0,0,0,1
PADI6,0,0,0,0,0,0,0,0
PADI6_1,0,0,0,0,0,0,0,0
PAEP,0,0,0,0,0,0,0,0
PAF1,1747,2224,1290,801,1138,1457,1297,606
PAFAH1B1,2270,2116,1349,1188,1341,1688,1480,1035
PAFAH1B2,428,476,229,256,338,426,242,214
PAFAH1B2P2,0,0,0,0,0,0,0,0
PAFAH1B3,3,4,6,2,2,2,4,1
PAFAH2,86,99,83,52,55,55,99,49
PAG1,2986,2445,944,1123,3194,2921,1668,2000
PAGE1,0,0,0,0,1,0,0,0
PAGE2,0,0,0,0,0,0,0,0
PAGE2B,0,0,0,0,0,0,0,0
PAGE3,0,0,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0,0,0
PAGE5,0,0,0,1,0,0,0,0
PAGR1,63,98,74,32,76,129,96,51
PAH,0,0,0,0,0,0,0,0
PAICS,161,94,77,63,67,72,98,52
PAIP1,51,25,44,29,45,25,33,21
PAIP2,1112,916,644,543,921,976,840,619
PAIP2B,4,5,3,0,1,0,6,0
PAK1,6899,8149,4480,4784,6209,7943,5569,4237
PAK1IP1,0,0,0,0,0,0,0,0
PAK1IP1_1,0,0,0,0,0,0,0,0
PAK2,2712,2731,1095,1299,2337,3053,1634,1658
PAK3,5,2,5,1,3,0,8,0
PAK4,58,60,42,25,17,13,43,9
PAK5,1,0,1,0,0,0,1,0
PAK6,0,0,0,0,0,0,0,0
PAK6-AS1,0,0,0,0,0,0,0,0
PALB2,26,19,22,13,11,9,21,10
PALD1,1,2,6,1,5,1,3,0
PALLD,10,5,11,2,12,4,11,5
PALLD-AS1,0,0,0,0,0,0,0,0
PALM,1,0,0,0,0,0,0,0
PALM2AKAP2,225,67,141,97,90,51,148,79
PALM3,0,0,0,0,0,0,0,0
PALM3_1,0,0,0,0,0,0,0,0
PALMD,1,1,0,0,0,0,2,0
PALS1,172,136,118,83,49,30,83,32
PALS2,20,6,12,2,11,3,13,0
PAM,55,48,60,28,40,46,75,24
PAM16,0,1,0,0,0,0,0,0
PAM16_1,0,0,0,0,0,0,0,0
PAMR1,1,0,1,0,0,0,0,0
PAN2,134,62,160,62,43,32,98,20
PAN3,1087,758,471,545,733,643,601,443
PAN3-AS1,21,10,9,7,8,7,13,9
PANCR,0,0,0,0,0,0,0,0
PANDAR,4,3,2,5,3,4,3,4
PANK1,2,0,1,0,3,0,1,1
PANK1-AS1,0,0,0,0,0,0,0,0
PANK2,288,251,168,167,368,291,236,175
PANK2-AS1,3,2,2,0,4,2,1,1
PANK3,303,109,172,117,135,83,177,83
PANK4,0,0,1,0,0,0,1,0
PANK4_1,0,0,0,0,1,0,0,0
PANO1,1,0,1,0,0,0,0,0
PANTR1,0,0,0,0,0,0,0,0
PANX1,4,5,11,4,6,1,14,1
PANX2,462,613,314,241,665,984,561,298
PANX3,0,0,0,0,0,0,0,0
PAOX,3,7,14,3,3,0,6,2
PAPLN,33,65,26,33,22,50,20,16
PAPLN-AS1,0,0,0,0,0,0,0,0
PAPOLA,2461,1762,1173,1120,1277,1175,1017,752
PAPOLA-DT,0,1,1,1,0,0,0,0
PAPOLB,1,2,0,0,1,0,2,1
PAPOLG,324,178,125,140,177,164,145,107
PAPPA,1,1,0,0,0,0,0,0
PAPPA2,0,0,2,0,0,1,1,0
PAPPA-AS1,0,0,0,0,0,0,0,0
PAPPA-AS2,0,0,0,0,0,0,0,0
PAPSS1,181,196,122,105,150,176,120,89
PAPSS2,35,103,15,31,198,403,97,174
PAQR3,68,44,35,34,94,64,55,58
PAQR4,764,1549,514,496,985,1978,772,676
PAQR5,1,0,1,0,8,3,0,0
PAQR5-DT,0,0,0,0,0,0,0,0
PAQR6,23,75,23,22,22,82,26,18
PAQR7,10,15,9,12,30,12,19,4
PAQR8,31,27,42,16,14,17,49,9
PAQR9,1,0,0,1,0,0,0,1
PAQR9-AS1,0,0,0,0,0,0,0,0
PARAIL,204,190,117,108,78,83,109,87
PARAL1,0,0,0,0,0,0,0,0
PARD3,2,1,2,1,0,2,2,1
PARD3B,3,4,3,0,1,0,0,0
PARD3-DT,0,0,0,0,0,0,0,0
PARD6A,124,196,83,81,260,524,234,211
PARD6B,13,16,8,7,13,29,12,17
PARD6G,13,45,25,14,3,17,16,5
PARD6G-AS1,4,10,11,5,1,3,3,0
PARG,32,19,28,11,15,17,21,15
PARGP1,2,1,3,0,0,4,5,1
PARGP1-AGAP4,0,0,0,0,0,0,0,0
PARK7,81,84,108,55,62,86,115,50
PARL,34,22,29,10,23,30,44,16
PARM1,1,0,3,2,0,0,0,1
PARM1-AS1,0,0,0,0,0,0,0,0
PARN,0,4,1,1,5,0,1,0
PARN_1,0,0,1,2,0,0,0,1
PARP1,253,185,250,111,127,108,216,81
PARP10,2869,1245,1386,1022,567,305,920,305
PARP11,68,29,42,30,29,18,38,29
PARP11-AS1,6,3,10,0,3,4,4,0
PARP12,324,233,321,190,302,241,213,180
PARP14,2755,975,1673,1886,1713,826,1508,1417
PARP15,69,23,105,26,54,13,97,20
PARP16,62,72,46,48,31,46,36,24
PARP2,0,0,0,0,0,0,0,0
PARP2_1,0,0,0,0,0,0,1,0
PARP3,3,4,16,2,1,1,8,0
PARP4,899,1046,512,520,871,1064,629,570
PARP6,303,304,217,169,190,197,236,140
PARP8,1269,1272,655,642,1211,1236,792,633
PARP9,1485,566,1083,954,1006,590,733,752
PARPBP,1,0,0,1,0,1,1,1
PARS2,1,0,4,2,2,2,8,1
PART1,0,0,0,0,0,0,0,0
PARTICL,29,45,28,19,49,64,44,34
PARVA,0,0,3,0,5,2,4,1
PARVB,28,26,25,17,6,15,14,5
PARVG,390,546,318,229,557,786,482,283
PASD1,1,0,1,0,1,1,1,1
PASK,616,605,497,319,393,487,525,359
PATE1,0,0,0,0,0,0,0,0
PATE2,0,0,0,0,0,0,0,0
PATE3,0,0,0,0,0,0,0,0
PATE4,0,0,0,0,0,0,0,0
PATJ,47,18,30,13,22,16,29,3
PATJ-DT,0,0,0,0,0,0,0,0
PATL1,4565,3079,2505,1737,1378,1232,2112,1033
PATL1-DT,23,7,14,9,0,3,13,1
PATL2,222,199,161,115,116,77,125,64
PATL2_1,3,6,0,7,0,1,2,1
PATZ1,51,39,70,23,48,34,64,15
PAUPAR,0,0,0,0,0,0,0,0
PAWR,11,3,10,5,3,1,8,3
PAX1,0,1,0,0,0,0,0,0
PAX2,0,1,0,0,1,1,0,0
PAX3,4,1,0,0,1,0,1,0
PAX4,0,1,0,0,1,0,1,0
PAX5,21,6,23,24,4,2,15,16
PAX6,0,1,0,0,0,0,0,0
PAX6-AS1,0,0,0,0,0,0,0,0
PAX7,0,0,1,0,0,0,0,0
PAX8,1,8,7,1,1,1,7,1
PAX8-AS1,25,65,98,23,8,32,70,16
PAX9,0,0,0,0,0,0,0,0
PAXBP1,553,407,243,316,392,317,268,234
PAXBP1_1,0,0,0,0,0,0,0,0
PAXBP1-AS1,32,25,22,32,22,23,16,47
PAXIP1,232,264,169,184,104,182,115,113
PAXIP1-AS2,33,22,40,39,15,11,25,22
PAXIP1-DT,46,59,37,27,19,29,25,13
PAXX,169,179,174,84,91,128,179,47
PBDC1,38,27,30,22,29,26,26,22
PBK,0,0,0,0,0,0,0,0
PBLD,16,8,14,11,7,11,10,9
PBOV1,0,0,0,0,0,0,0,1
PBRM1,1214,759,608,581,354,401,549,325
PBX1,4,2,1,0,3,1,2,0
PBX1-AS1,0,0,0,0,0,0,1,0
PBX2,1,1,1,0,1,1,0,1
PBX2_1,0,0,0,0,0,0,0,0
PBX2_2,0,0,0,0,0,0,0,0
PBX2_3,0,0,0,0,0,0,0,0
PBX2_4,1,0,0,0,0,0,0,0
PBX2_5,0,2,2,0,0,1,0,0
PBX2_6,3,2,2,0,8,1,2,1
PBX3,83,100,34,31,49,70,55,36
PBX3-DT,0,1,0,1,0,0,0,1
PBX4,21,17,41,14,22,4,29,4
PBXIP1,638,1495,835,336,1044,1980,1317,638
PC,1,0,6,1,2,2,3,1
PCA3,0,0,0,0,0,0,0,0
PCARE,0,1,0,0,0,0,0,0
PCAT1,0,0,0,0,1,0,0,0
PCAT14,0,0,0,0,0,0,0,0
PCAT18,0,0,0,0,0,0,0,0
PCAT19,0,0,0,0,0,0,0,0
PCAT19_1,0,0,0,0,0,0,0,0
PCAT2,0,0,0,0,0,0,0,0
PCAT29,0,2,0,1,1,1,2,0
PCAT4,0,0,0,0,0,0,0,0
PCAT5,0,0,0,0,0,0,0,0
PCAT6,0,0,2,0,0,1,0,1
PCAT7,0,0,0,0,0,0,0,0
PCBD1,5,7,5,4,4,3,7,2
PCBD2,7,5,4,2,7,9,9,8
PCBP1,6794,8178,4584,3426,3644,4834,4900,2763
PCBP1-AS1,359,292,223,241,190,199,249,171
PCBP2,2066,2155,1430,930,1387,1980,1562,838
PCBP2-OT1,4,7,2,0,0,3,4,1
PCBP3,38,53,99,28,43,78,162,38
PCBP3-AS1,1,3,1,1,1,1,1,0
PCBP4,8,5,11,1,2,3,8,3
PCCA,4,2,2,2,0,1,4,1
PCCA-AS1,0,0,0,0,0,0,0,0
PCCA-DT,0,1,0,0,0,0,0,0
PCCB,10,7,16,3,15,5,13,3
PCDH1,0,0,4,2,0,3,9,2
PCDH10,0,0,0,1,0,0,0,0
PCDH10-DT,0,0,0,0,0,0,0,0
PCDH11X,0,0,0,0,0,0,0,0
PCDH11Y,0,0,0,0,0,0,0,1
PCDH12,15,17,10,10,10,13,11,10
PCDH15,0,0,0,0,0,1,0,0
PCDH17,0,1,0,0,0,0,0,0
PCDH18,0,0,0,0,0,0,0,0
PCDH19,0,0,0,0,0,0,0,0
PCDH20,0,0,0,0,0,0,0,0
PCDH7,0,0,0,0,0,0,0,0
PCDH8,0,0,0,0,1,2,0,0
PCDH9,1,1,2,1,0,0,2,1
PCDH9-AS1,0,0,0,0,0,0,0,0
PCDH9-AS2,1,0,0,0,0,0,0,0
PCDH9-AS3,0,0,0,0,0,0,0,0
PCDH9-AS4,0,0,0,0,0,0,0,0
PCDHA1,0,0,0,0,0,0,0,0
PCDHA1_1,0,0,0,0,0,0,0,0
PCDHA10,0,0,0,0,0,0,0,0
PCDHA10_1,0,0,0,0,0,0,0,0
PCDHA11,0,0,0,0,0,0,0,0
PCDHA11_1,0,0,0,0,0,0,0,0
PCDHA12,0,0,0,0,0,0,0,0
PCDHA12_1,0,0,0,0,0,0,0,0
PCDHA13,0,0,0,0,0,0,0,0
PCDHA13_1,0,0,0,0,0,0,0,0
PCDHA2,0,0,0,0,0,0,0,0
PCDHA2_1,0,0,0,0,0,0,0,0
PCDHA3,0,0,0,0,0,0,0,0
PCDHA3_1,0,0,0,0,0,0,0,0
PCDHA4,0,0,0,0,0,0,0,0
PCDHA4_1,0,0,0,0,0,0,0,0
PCDHA5,0,0,0,0,0,0,0,0
PCDHA5_1,0,0,0,0,0,0,0,0
PCDHA6,0,0,0,0,0,0,0,0
PCDHA6_1,0,0,0,0,0,0,0,0
PCDHA7,0,0,0,0,0,0,0,0
PCDHA7_1,0,0,0,0,0,0,0,0
PCDHA8,0,0,0,0,0,0,0,0
PCDHA8_1,0,0,0,0,0,0,0,0
PCDHA9,0,0,0,0,0,0,0,0
PCDHA9_1,0,0,0,0,0,0,0,0
PCDHAC1,0,0,0,0,0,0,0,0
PCDHAC1_1,0,0,0,0,0,0,0,0
PCDHAC2,0,0,0,0,0,0,0,0
PCDHAC2_1,0,0,0,0,0,0,0,0
PCDHACT,0,0,0,0,0,0,0,0
PCDHACT_1,0,0,0,0,0,0,0,0
PCDHB1,0,0,0,0,0,0,0,0
PCDHB1_1,0,0,0,0,0,0,0,0
PCDHB10,0,0,0,0,0,0,0,0
PCDHB10_1,0,0,0,0,0,0,0,0
PCDHB11,0,0,0,0,0,0,0,0
PCDHB11_1,0,0,0,0,0,0,0,0
PCDHB12,0,0,0,0,0,0,0,0
PCDHB12_1,0,0,0,0,0,0,0,0
PCDHB13,0,0,0,0,0,0,0,0
PCDHB13_1,0,0,0,0,0,0,0,0
PCDHB14,0,0,0,0,0,0,0,0
PCDHB14_1,0,0,0,0,0,0,0,0
PCDHB15,0,0,0,0,0,0,0,0
PCDHB15_1,0,0,0,0,0,0,0,0
PCDHB16,0,0,0,0,0,0,0,0
PCDHB16_1,0,0,0,0,0,0,0,0
PCDHB17P,0,0,0,0,0,0,0,0
PCDHB17P_1,0,0,0,0,0,0,0,0
PCDHB18P,0,0,0,0,0,0,0,0
PCDHB18P_1,0,0,0,0,0,0,0,0
PCDHB19P,0,0,0,0,0,0,0,0
PCDHB19P_1,0,0,0,0,0,0,0,0
PCDHB1-AS1,0,0,0,0,0,0,0,0
PCDHB1-AS1_1,0,0,0,0,0,0,0,0
PCDHB2,0,0,0,0,0,0,0,0
PCDHB2_1,0,0,0,0,0,0,0,0
PCDHB3,0,0,0,0,0,0,0,0
PCDHB3_1,0,0,0,0,0,0,0,0
PCDHB4,0,0,0,0,0,0,0,0
PCDHB4_1,0,0,0,0,0,0,0,0
PCDHB5,0,0,0,0,0,0,0,0
PCDHB5_1,0,0,0,0,0,0,0,0
PCDHB6,0,0,0,0,0,0,0,0
PCDHB6_1,0,0,0,0,0,0,0,0
PCDHB7,0,0,0,0,0,0,0,0
PCDHB7_1,0,0,0,0,0,0,0,0
PCDHB8,0,0,0,0,0,0,0,0
PCDHB8_1,0,0,0,0,0,0,0,0
PCDHB9,0,0,0,0,0,0,0,0
PCDHB9_1,0,0,0,0,0,0,0,0
PCDHGA1,0,2,0,0,0,0,1,2
PCDHGA10,0,0,0,0,0,0,1,0
PCDHGA11,0,1,0,0,0,1,0,1
PCDHGA12,0,0,0,0,0,0,0,0
PCDHGA2,0,0,0,0,0,0,0,0
PCDHGA3,0,0,0,0,0,0,0,0
PCDHGA4,0,0,0,0,0,0,0,0
PCDHGA5,0,0,1,0,1,0,0,0
PCDHGA6,0,0,1,0,0,0,0,0
PCDHGA7,0,0,0,0,0,0,0,0
PCDHGA8,0,0,0,0,0,0,0,0
PCDHGA9,0,0,0,0,0,0,0,1
PCDHGB1,0,0,0,0,0,0,0,0
PCDHGB2,0,0,0,0,0,0,0,0
PCDHGB3,0,0,0,0,1,0,0,1
PCDHGB4,0,0,0,0,0,0,1,0
PCDHGB5,0,1,0,0,0,0,1,0
PCDHGB6,1,0,0,0,0,0,0,0
PCDHGB7,0,0,0,0,0,0,0,0
PCDHGB8P,0,0,0,0,0,0,0,0
PCDHGC3,0,0,0,1,0,0,0,0
PCDHGC4,0,0,0,0,0,0,0,0
PCDHGC5,0,0,0,0,0,0,0,0
PCED1A,42,36,48,24,36,31,59,23
PCED1B,70,44,69,20,61,57,76,32
PCED1B-AS1,73,62,75,24,79,84,77,34
PCF11,671,527,386,332,302,298,355,230
PCF11-AS1,0,0,0,0,0,0,0,0
PCGEM1,0,0,0,0,0,0,0,0
PCGF1,26,24,19,15,10,19,16,10
PCGF2,0,0,0,0,0,0,0,0
PCGF2_1,0,0,0,0,0,0,0,0
PCGF3,471,483,323,177,349,394,306,154
PCGF3-AS1,39,31,31,7,17,10,24,13
PCGF5,218,239,163,166,272,300,173,225
PCGF6,37,20,22,18,18,15,12,7
PCHILR,9,7,2,7,3,1,14,15
PCID2,75,74,74,30,50,47,83,60
PCIF1,828,852,546,430,632,771,604,342
PCK1,0,0,0,0,0,0,0,0
PCK2,0,0,0,0,0,0,0,0
PCK2_1,0,0,0,0,0,0,0,0
PCLAF,16,6,11,9,7,5,9,3
PCLO,1,0,2,1,1,2,1,1
PCM1,358,259,248,144,319,382,363,405
PCMT1,160,162,81,79,172,266,155,108
PCMTD1,804,468,299,245,507,379,314,253
PCMTD2,21,23,19,11,28,31,36,5
PCMTD2_1,0,0,0,0,0,0,0,0
PCNA,1449,1023,584,558,524,695,467,384
PCNA-AS1,0,0,0,0,0,0,0,0
PCNAP1,0,0,0,0,0,0,0,0
PCNP,560,607,347,309,350,451,410,258
PCNT,77,53,82,46,55,54,95,39
PCNX1,1543,2116,880,967,1717,2287,1374,976
PCNX2,14,8,13,7,17,16,29,6
PCNX3,1347,1304,814,680,903,1184,1020,586
PCNX4,417,474,127,126,370,598,211,164
PCNX4-DT,1,1,0,0,1,0,1,0
PCOLCE,5,3,8,6,3,4,1,2
PCOLCE2,1,0,0,0,0,0,0,1
PCOLCE-AS1,0,0,0,0,0,0,0,1
PCOTH,0,0,0,0,0,0,0,0
PCP2,16,11,7,3,18,13,11,5
PCP4,0,0,0,0,0,0,0,0
PCP4_1,0,0,0,0,0,0,0,0
PCP4L1,2,3,3,2,3,3,3,4
PCSEAT,0,0,0,0,0,0,0,0
PCSK1,1,0,0,0,0,0,0,0
PCSK1N,0,1,6,2,0,0,0,0
PCSK2,0,0,0,1,0,0,0,0
PCSK4,3,1,0,0,0,1,1,1
PCSK5,7,4,3,3,8,3,5,3
PCSK6,2,6,0,1,3,4,0,1
PCSK6-AS1,0,0,0,0,0,0,0,0
PCSK7,74,65,77,42,78,89,119,58
PCSK9,0,0,0,0,1,1,0,0
PCTP,339,384,73,87,329,413,120,90
PCYOX1,22,33,28,21,50,70,63,33
PCYOX1L,15,14,16,3,16,8,34,3
PCYT1A,1552,1388,696,660,1220,1366,917,561
PCYT1B,0,1,1,0,0,0,0,1
PCYT1B-AS1,0,0,0,0,0,0,0,0
PCYT2,59,69,40,24,38,60,59,47
PDAP1,434,407,299,235,235,348,307,174
PDC,0,0,0,1,1,0,0,0
PDC-AS1,0,1,2,1,0,1,1,0
PDCD1,0,0,0,0,0,0,0,0
PDCD1_1,0,0,0,0,0,0,0,0
PDCD10,222,186,122,88,158,161,100,78
PDCD11,91,64,97,34,42,47,104,27
PDCD1LG2,333,163,71,104,67,51,40,45
PDCD2,78,56,49,36,50,50,84,31
PDCD2L,0,0,0,0,0,0,0,0
PDCD2L_1,0,0,0,0,0,0,0,0
PDCD4,2537,2673,1876,1309,2088,1932,2036,1064
PDCD4-AS1,420,382,239,220,295,326,245,155
PDCD5,54,69,34,22,24,29,30,12
PDCD6,183,167,142,90,143,167,157,78
PDCD6-AHRR,0,0,0,0,0,0,0,0
PDCD6-DT,0,0,2,1,0,0,0,0
PDCD6IP,931,525,475,390,531,482,471,308
PDCD6IP-DT,15,10,5,7,11,4,7,7
PDCD6IPP2,0,0,0,0,0,0,0,0
PDCD6IPP2_1,0,0,0,0,0,0,0,0
PDCD6IPP2_2,0,0,0,0,0,0,0,0
PDCD6P1,9,1,3,1,4,5,3,1
PDCD7,41,19,39,17,27,17,37,12
PDCL,147,100,89,58,100,124,89,56
PDCL2,0,0,0,0,0,0,0,0
PDCL3,19,16,26,6,17,25,33,21
PDCL3P4,2,1,3,2,1,1,1,1
PDE10A,1,0,1,0,1,0,0,0
PDE11A,0,0,0,0,1,0,0,0
PDE11A-AS1,0,0,0,0,0,0,0,0
PDE12,162,121,105,94,60,46,95,48
PDE1A,0,0,0,0,0,0,0,0
PDE1B,25,15,17,10,18,32,21,11
PDE1C,3,2,4,3,0,8,3,2
PDE2A,29,26,51,13,27,22,40,12
PDE2A-AS1,0,1,0,2,0,1,2,0
PDE2A-AS2,1,0,0,0,0,0,1,1
PDE3A,1,1,0,1,1,0,0,0
PDE3A-AS1,0,0,0,0,0,0,0,0
PDE3B,557,239,474,166,635,500,720,282
PDE4A,382,376,215,224,140,153,194,122
PDE4B,21187,16527,9769,9766,10702,10890,9386,5434
PDE4B-AS1,0,0,0,0,0,0,0,0
PDE4C,3,1,1,0,0,0,1,0
PDE4D,252,71,162,96,154,65,184,93
PDE4DIP,318,198,120,129,29,31,87,18
PDE4DIPP1,1,0,0,1,0,0,0,0
PDE4DIPP2,3,0,0,2,0,1,0,1
PDE4DIPP2_1,0,0,5,0,0,1,7,0
PDE4DIPP3,0,0,0,0,0,0,0,0
PDE4DIPP4,0,0,0,0,0,0,0,0
PDE4DIPP5,0,0,0,0,0,0,0,0
PDE4DIPP6,16,9,9,6,16,10,14,10
PDE4DIPP7,0,0,1,0,0,0,0,0
PDE5A,23,7,1,5,21,7,14,13
PDE6A,0,2,0,0,0,1,0,0
PDE6B,7,2,7,1,2,1,8,1
PDE6B-AS1,1,0,1,0,0,0,0,0
PDE6C,2,1,0,0,0,0,0,0
PDE6D,155,156,105,79,55,60,115,42
PDE6G,1,3,2,0,2,1,2,0
PDE6H,0,1,0,0,0,0,0,0
PDE7A,3342,3038,1310,1690,2328,2354,1543,1529
PDE7A-DT,29,21,6,9,6,6,6,5
PDE7B,2,1,6,2,1,1,4,0
PDE7B-AS1,0,1,0,0,0,0,0,0
PDE8A,334,295,204,168,135,192,200,164
PDE8B,4,1,2,6,8,3,5,4
PDE9A,25,4,27,7,15,3,21,3
PDE9A-AS1,0,0,0,0,0,1,0,0
PDF,4,2,1,1,2,6,3,1
PDGFA,9,6,4,3,3,2,12,1
PDGFA-DT,6,0,1,0,3,1,2,0
PDGFB,7,8,11,2,10,4,13,2
PDGFC,21,11,4,3,6,10,6,2
PDGFD,3,4,10,2,3,3,10,1
PDGFRA,2,1,0,0,1,1,0,0
PDGFRB,1,1,2,1,2,0,1,1
PDGFRL,0,1,0,0,1,0,2,2
PDHA1,108,101,106,55,55,111,120,60
PDHA2,0,0,0,0,0,0,0,0
PDHB,64,52,42,23,52,55,64,22
PDHX,34,34,37,15,18,21,36,13
PDIA2,2,0,0,0,0,1,0,0
PDIA3,2078,2211,950,1086,898,1331,909,841
PDIA3P1,183,162,100,88,87,107,80,79
PDIA4,163,97,107,79,47,34,108,33
PDIA5,6,0,5,0,1,1,8,2
PDIA6,250,190,113,122,102,112,116,94
PDIK1L,15,11,19,11,13,5,20,8
PDILT,0,0,0,0,0,0,0,0
PDK1,181,241,189,223,304,258,378,423
PDK1-AS1,5,11,8,6,12,6,14,7
PDK2,9,5,21,2,5,3,14,2
PDK3,137,138,93,52,284,209,163,186
PDK4,5,5,8,2,12,7,3,4
PDK4-AS1,1,0,0,0,0,0,0,0
PDLIM1,11,13,11,15,4,11,9,7
PDLIM2,161,186,116,91,216,330,157,114
PDLIM3,0,0,1,0,0,0,0,0
PDLIM4,1,0,1,0,1,0,0,1
PDLIM5,530,565,290,262,149,253,202,90
PDLIM7,7506,6073,3411,3206,4919,5472,3740,2372
PDP1,113,157,74,74,184,229,110,135
PDP2,25,9,28,14,16,3,30,12
PDPK1,1034,1128,748,575,781,931,1057,791
PDPN,5,0,0,0,3,0,1,0
PDPR,1067,1820,1225,1063,460,1001,1390,953
PDPR2P,155,191,123,96,75,88,121,99
PDRG1,178,166,92,94,55,73,89,56
PDS5A,1150,1115,480,673,741,880,572,712
PDS5B,929,917,379,446,603,695,468,380
PDS5B-DT,0,0,0,0,0,0,0,0
PDSS1,54,27,19,46,7,11,3,9
PDSS2,8,1,8,1,2,3,8,0
PDX1,0,0,0,0,0,0,0,0
PDXDC1,9,9,9,2,11,9,7,6
PDXDC1_1,10,4,3,6,5,7,9,13
PDXDC2P-NPIPB14P,67,56,67,35,57,53,69,41
PDXK,3431,2824,2015,1777,1017,1245,1491,852
PDXP,14,11,21,14,14,15,22,13
PDXP-DT,11,6,5,7,5,2,7,2
PDYN,4,3,3,1,1,6,4,1
PDYN-AS1,16,12,18,5,14,17,11,5
PDZD11,12,3,6,3,9,2,8,3
PDZD2,6,12,2,4,1,3,5,2
PDZD4,9,4,34,2,2,4,35,3
PDZD7,1,0,2,0,1,1,2,3
PDZD8,245,183,139,275,252,323,174,209
PDZD9,0,0,0,0,0,0,0,0
PDZD9_1,0,0,0,0,0,0,0,0
PDZK1,0,0,0,0,1,0,0,1
PDZK1IP1,4,1,0,0,4,2,0,0
PDZK1P1,0,0,0,0,0,0,1,0
PDZRN3,1,0,0,0,0,0,0,0
PDZRN3-AS1,0,0,0,0,0,0,0,0
PDZRN4,0,0,0,0,1,0,0,0
PEA15,245,177,154,99,91,81,142,40
PEAK1,161,72,112,114,73,58,98,64
PEAK3,109,175,77,112,112,227,105,109
